"cause_area","name","description","address","website","contact_number","email","city"
"laos","Travel to Teach (T2T)","Travel to Teach (T2T) Travel to Teach founded by volunteers in 2002 in Nong Kai Province, Thailand.  T2T is a not-for-profit organization that links volunteers from all over the world with grassroot projects in
    the developing country. T2T has expanded its teaching English and computer studies into other areas art, sport, restoration, wildlife for example.  The organization's ambition is to help education in developing and
    third world countries and bring people together to enhance multi cultural understanding. contact : Asian Program Manager Travel to Teach 77/4 Chaitalay Road Prachuap Khiri Khun, Thailand 77000 Tel       :  66 9 2818 5929 :","","http://www.travel-to-teach .org/","66 9 2818 5929"," ","NA"
"laos","United Nation Development Program (UNDP-Laos)","United Nation Development Program (UNDP-Laos) UNDP focus is on helping Lao PDR build and share solutions to the major challenges following ;To help the Government ensure that all people benefit from economic growth in Lao PDR, UNDP offers
    strategic support towards poverty reduction and achievement of the MDGs. UNDP is committed to supporting Government-led initiatives to ensure more efficient, accountable and transparent policies
    and practices to protect the rights of citizens, especially the poorest and most vulnerable. UNDP is supporting sustainable use of the country's natural resources and bringing the environmental
    issues that affect poor people into the mainstream of development processes and decisions. UNDP is assisting the Government in the development of strategic disaster management planning. Contact :","","http://www.la.undp.org","+856 (0)","info.la@undp.org"," "
"laos","The United Nations Population Fund","The United Nations Population Fund UNFPA, the United Nations Population Fund, is an international development agency working to deliver a world where every pregnancy is wanted, every childbirth is safe and every young person's
    potential is fulfilled. In Lao PDR, UNFPA is active since 1976 and works with the Government and international non-governmental organizations to support programmes that help women, men and young people to: • have access to accurate information and quality Reproductive Health services
    • plan their families and avoid unintended pregnancies
    • ensure safe pregnancy and childbirth
    • avoid sexually transmitted infections including HIV/AIDS
    • combat violence against women
    • benefit from balanced, sustainable social and economic development planning incorporating gender equality. UNFPA also assists the Government to collect, analyse and use population and health data to better understand demographic and health issues and plan for future needs. Contact : UNFPA, United Nations Population Fund New address: 605 Third Avenue
    New York, New York 10158 USA General Inquiries","","http://countryoffice.unfpa.org/lao/","(212) 297-5000
    ","hq@unfpa.org"," "
"laos","Village Focus International","Village Focus International Contact : Lao PDR Office Phonsavan Tai Village, Unit 14, 207 Sisattanak District,
    Vientiane, Lao P.D.R
    Phone: +856-21 312 519
    Phone: +856-21 350 740
    Fax: + 856-21-315-841","","http://villagefocus.org/ Village Focus  International (www.villagefocus .org) is  registered as a  501(c)(3  organization in the  United States,  as a charitable  organization in Hong  Kong, and  as a local  NGO in Cambodia (and pending registration  for our local  partner –  Our Village  Association– in  Laos).  In 2000,  it became the  first international organization  to be founded  in Laos,  and began working  in Cambodia  in 2003.  During this period,  it worked in  almost 200  remote and vulnerable  villages  and focused on  local leadership development  in an effort  to bring about  positive fundamental social  change.","+856-21 312 519"," "," "
"myanmar","Burma Children's Fund","Burma Children's Fund Chairman – Brigadier Colin van Orton The Burma Children's Fund aims to dedicate to the eduction, health care and
    development for orphans and children in Burmar (Myanmar). The activity of Burma Children's Fund run by volunteers
    with all fund raised will reach directly to support its activities in the country.   Burma Children's Fund is a U.K.based charity with its registered number 1123989. Address : Chairman of Burma Children's Fund PO Box 7382 Fleet RoadHartley Wintney,Hants,RG27 7FW","Address :","http://www.burmachildrensfund.org.uk"," ","info@burmachildrensfund.org.uk"," "
"myanmar","Prospect Burma","Prospect Burma Mr. Robert Gordon : Chairman The prospect Burma is a U.K. registered charity number 802615 which has been set up in 1989.  The
    Prospect Burma aims to investing in a positive future on education through young Burmese with its various activities to open wider door for educational opportunities. Address:Prospect BurmaPorters' LodgeRivermead CourtRanelagh GardensSW6 3SFLondon, England UKTelephone: +44
    (0) 20 7371 0887 Fax:
               +44 (0) 20
    7371 054","Prospect BurmaPorters' LodgeRivermead CourtRanelagh GardensSW6 3SFLondon, England UKTelephone: +44
    (0) 20 7371 0887 Fax:
               +44 (0) 20
    7371 054","http://www.prospectburma.org/","+44
    (0)"," "," "
"myanmar","Japan Heart","Japan Heart Mr. Koichiro Kato  : Secretary General Japan Heart was founded in 2004 as a volunteer-based international health care organization.  Japan Heart initially started offering services in Myanmar with medical
    professionals-particularly doctors and nurses and volunteers are sent from Japan Heart to engage in health care activities in Myanmar. Japan Heart began its activites at Wachet Charity Hospital located in the Sagaing Division in Central Myanmar, in response to the need for low-cost and free of charge for children, safe health
    care and services. Japan Heart aims to provide medical treatment and health care services to underprivileged and poor Burmises to be able to acess to standard and good medical care and treatment as well as bringing
    hope for Burmises children's future through various programs created for them.","","http://www.japanheart.org/"," ","japanheart@e-mail.jp"," "
"welfare-community-development","ActionAid Thailand","ActionAid Thailand Provides assistance to marginalized people, conducts research and advocacy work that presses governments corporations governments, corporations, and international institutions to adopt policies and agreements that are
    fair to the disadvantaged of the society. Contact: Telephone: 02 279 6601 Province: Bangkok Address: 60/1, Monririn Building Tower A, 2nd Floor, Unit A201, Soi Phaholyothin 8
    (Sailom), Phaholyothin Rd., Samsennai, Phyathai, Bangkok, Thailand 10400 Volunteers: Review:","60/1, Monririn Building Tower A, 2nd Floor, Unit A201, Soi Phaholyothin 8
    (Sailom), Phaholyothin Rd., Samsennai, Phyathai, Bangkok, Thailand 10400","http://www.actionaid.org/thailand/ http://www.facebook.com/ActionAidThailand?ref =ts&fref=ts","02 279 6601","Thai.Asia@actionaid.org"," Bangkok"
"welfare-community-development","Andaman Discoveries","Andaman Discoveries Based tours allow visitors to experience the traditional culture and ecology of rural coastal Thailand. Contact: Telephone: 087 917 7165 Province: Phang Nga Address: 120/2 Sukapiban 3 Road, Moo 1, T.Kura, A.Kuraburi, Phang Nga Province, Thailand 82150 Volunteers: Review:","120/2 Sukapiban 3 Road, Moo 1, T.Kura, A.Kuraburi, Phang Nga Province, Thailand 82150","http://www.andamandiscoveries.com","087 917 7165","","NA NA"
"welfare-community-development","Ashoka Foundation","Ashoka Foundation Ashoka has been founded by Bill Dreton in Washington D.C. in order to pioneer the concept of  Social Entrepreneur, its first selected Social Entrepreneur was in India, year 1981 with its
    budget only 1.6 million Baht which has been increased afterward to 990 million Baht, year 2006 in Thailand. Ashoka Foundation has been operated in Thailand since 1989 and been registered as foundation in Thailand in 2004 with its 93 Ashoka’s fellowship and volunteers both Thai and foreigner. Ashoka  see the world where everyone is a social change. ""Everyone a Changemaker ™."" the world which respond to social challenges quickly. And effective and the world in which people have
    the freedom, confidence.In order to solve the problems and leadership changes. With its slogan "" Investing in new solutions for our world's toughest problems"" A social entrepreneur is a person who has a new method to solve the social problems that are urgent. Now these people are committed and stands on the major problems and propose
    new ideas for social change in a broad. Ashoka Foundation pioneer creative society (Thailand) 101/8 Sok Paholyothin 32, Kwang Senanikom Jatuchak, Bangkok, Thailand 10900 Tel : 02-941-9294","","http://thailand.ashoka.org/","  02-941-9294","Thailand@ashoka.org"," "
"welfare-community-development","Book for Thailand Foundation","Book for Thailand Foundation A non-profit organization which annually donates more than 50,000 new books from American and Canadian publishers to over 550 schools in Thailand. Facebook :
    booksforthailandpage Contact: Thamonpat Cooperider Telephone: 02-320-2777 Ext. 1335, 084-720
    7072 Province: Bangkok Address: Kasem Bundit
    University, Pattanakarn Campus, 1761 Pattanakarn Rd., Suanluang
    Bangkok 10250 Volunteers: Review:","Kasem Bundit
    University, Pattanakarn Campus, 1761 Pattanakarn Rd., Suanluang
    Bangkok 10250","http://www.bft.or.th","02-320-2777 ","Book4thailand@gmail.com"," Bangkok"
"welfare-community-development","The Asia Foundation","The Asia Foundation Supports development, women's empowerment, the environment, and regional cooperation. Contact: Telephone: 
    02-233-1644 - 7                                           
                                             
     
    E-Mail: TAF-TH@asiafound.org , tafthailand@asiafound.org Province: Bangkok Address: Q. House Convent Bldg., Floor 6D, 38 Convent Road, Silom, Bangkok 10500,
    Thailand Volunteers: Review:","Q. House Convent Bldg., Floor 6D, 38 Convent Road, Silom, Bangkok 10500,
    Thailand","http://www.asiafoundation.org/country/overview /thailand http://www.facebook.com/AsiaFoundation?ref =ts&fref=ts","02-233-1644 -","TAF-TH@asiafound.org tafthailand@asiafound.org"," Bangkok"
"welfare-community-development","Asian Resource Foundation","Asian Resource Foundation Supports holistic development, that empowers the poor and other marginalised and vulnerable groups. Contact: Telephone: 02913-0196 Province: Bangkok Address: 1562/113 Soi 1/1 Mooban Pibul Pracharaj Road, Bang Sue, Bangkok, 10800 Thailand Volunteers: Yes Review:","1562/113 Soi 1/1 Mooban Pibul Pracharaj Road,","http://www.arf-asia.org Facebook: http://www .facebook.com/AsianResourceFoundation","02913-0196","arf@arf-asia.org"," Bangkok"
"welfare-community-development","The Adventist Development and Relief Agency (ADRA)","The Adventist Development and Relief Agency (ADRA) Assists refugees from Laos, Cambodia and Myanmar with health care and basic human needs. Contact: Telephone: 053-839-401-2 Province: Chiang Mai Address: 178/95 World Club Land Soi 2, Moo 7, T. Nongkwai, A.Hangdong, Chiang Mai,
    Thailand 50230 Volunteers: Review:","178/95 World Club Land Soi 2, Moo 7, T. Nongkwai, A.Hangdong, Chiang Mai,
    Thailand 50230","http://www.adrathailand.org/ http://www.facebook.com/pages/ADRA -Thailand/287476531857","053-839-401-2",""," Chiang Mai"
"welfare-community-development","The Branch Foundation","The Branch Foundation The Branch Foundation aims to work alongside marginalized communities in South-East Asia to
    support sustainable community development through education, capacity building and renewable energy solutions with its focuses area on -         Education -         Capacity Building -         Renewal Energy Solutions Contact : The Branch Foundation Thailand Office : +66 (0) 844268671","","http://www.thebranchfoundation.org/"," ","info@thebranchfoundation.org"," "
"welfare-community-development","The Chaipattana Foundation","The Chaipattana Foundation The
    Chaipattana Foundation focuses on development activities that are not repetitions of government projects; it tries to promote and co-ordinate the implementation of various projects for
    effectiveness, promptness and relevance. Particular attention is given to governmental projects that are restricted by rules and regulations, which cause a delay in the immediate implementation
    of project activities. Office of the Chaipattana Foundation Royal Development Projects Office Building (Rama VIII Bridge) 2012,
    Soi Arun Amarin 36, Arun Amarin Road
    Bang Yikhan Sub-district, Bang Phlat District
    Bangkok, 10700 Tel: 02-447-8585-8 ext. 249
    Fax: 02-447-8576","","http://www.chaipat.or.th","02-447-8585-8"," "," "
"welfare-community-development","Change Fusion
Institute","Change Fusion
Institute the Thai Rural
Reconstruction Movement Foundation under the Royal Patronage of HMH the King. ChangeFusion is a Bangkok-based organization that grow social entrepreneurs for
creative and sustainable change. The institue supports and invests into social enterprises, and also facilitates a better ecosystems for them in Thailand and in Asia. ChangeFusion is a non-profit institute under the Thai Rural Reconstruction Movement Foundation under
the Royal Patronage. Contact : ChangeFusion 444 OLYMPIATHAI TOWER, 22ND. FL., RATCHADAPHISEK RD., SAMSENNOK, HUAYKWANG, BANGKOK 10310
THAILAND. TEL +662 938 2636, +662 513 4192 FAX +662 938 1877 EMAIL info@changefusion.org","","http://changefusion.org/","+662 938 2636, ","info@changefusion.org"," "
"welfare-community-development","Caritas
    Thailand","Caritas
    Thailand Association of Catholic development agencies from Asia, Europe, Canada, Australia, etc. Contact: Telephone: 02 681-3900 xt 1710 Province: Bangkok Address: Catholic Bishops’ Conference of Thailand Building, 122/11, 7th Floor, Soi Naksuwan, Nonsi Road, Yannawa, Bangkok 10120 Thailand. Volunteers: Review:","Catholic Bishops’ Conference of Thailand Building, 122/11,","http://www.caritasthailand.net/ http://www.facebook.com/CaritasTHAILAND","02 681-3900 ","caritasthailand@cbct.net"," Bangkok"
"welfare-community-development","Chumchonthai Foundation","Chumchonthai Foundation Operates urban community environment development projects (Bangkok) Contact: Telephone: 02-379-5386-7 Province: Bangkok Address: 11 Krungthepgrita Rd., Soi Bansrisom, Huamak, Bangkapi, Bangkok 10240 Volunteers: Review:","11 Krungthepgrita Rd., Soi Bansrisom, Huamak, Bangkapi, Bangkok 10240","Website:http://www.facebook .com/FoundationChumchonThai","02-379-5386-7","chumchonthaifoundation@gmail.com"," Bangkok"
"welfare-community-development","Dragonfly Community Foundation","Dragonfly Community Foundation Organizes volunteer and charity projects to help build communities in Thailand. Contact: Telephone: 087 963 0056 Province: Nakhon Ratchasima Address: 1719 Mookamontri, Soi 13, A. Muang, Nakhon Ratchasima, 30000,
    Thailand Volunteers: Yes Review:","1719 Mookamontri, Soi 13, A. Muang, Nakhon Ratchasima, 30000,
    Thailand","http://dragonflycommunity.org/ http://www.facebook.com/dragonfly.thailand ?ref=ts&fref","087 963 0056",""," Nakhon Ratchas"
"welfare-community-development","Family Care Foundation","Family Care Foundation An international organization with several community development projects in Thailand Contact: Telephone: 1 (619) 468-3191 Province: USA Address: 1373 Marron Valley Road, Dulzura CA 91917, USA Postal Address: Family Care Foundation, P.O. Box 1039, Spring Valley, CA 91979 USA Volunteers: Review:","1373 Marron Valley Road, Dulzura CA 91917, USA Postal  Family Care Foundation, P.O. Box 1039, Spring Valley, CA 91979 USA","http://www.familycare.org/global-network /asia/thailand/ http://www.facebook.com/familycarefoundation","(619) 468-3191","fcf@familycare.org"," USA"
"welfare-community-development","Fatima Self Help Centre","Fatima Self Help Centre Sells embroided childrens dresses and other craft items made by needy women Contact: Telephone: +66 2 245 0457 Fax +66 2 642 8716 Province: Bangkok Address: Good Shepherd Sisters Bangkok 4128/1 Soi Fatima Church, Din Daeng Road, Din Daeng Bangkok 10400 Thailand Volunteers: Review","Good Shepherd Sisters Bangkok","http://www.goodshepherdbangkok.com/","+66 2 245 0457","shepherd@cscoms.com"," Bangkok"
"welfare-community-development","The
    Foundation for Developing and Supporting Children","The
    Foundation for Developing and Supporting Children Activities concern educational, social and humanitarian development, Northern Thailand. Contact: Darika Puntamon/Sally Golding Telephone: (619) 468-3191 or (800) 992-2383 Province: Chiang Mai Address: No information (in Thailand) Volunteers: Yes Review:","No information (in Thailand)","http://www.familycare.org/network/fdsc","(619) 468-3191 ","fdscchiangmai@gmail.com"," Chiang Mai"
"welfare-community-development","Friends for Asia","Friends for Asia Provides a dynamic range of volunteer projects Contact: Telephone: 053 232 053 Province: Chiang Mai, Surat Thani Address: 63/3 Chang Moi Road, Chiang Mai, Thailand 50300 Volunteers: Yes Review:","63/3 Chang Moi Road, Chiang Mai, Thailand 50300","http://www.volunteerthailand.org http://www.facebook.com/volunteerthailand","053 232 053","info@volunteerthailand.org"," Chiang Mai, Su"
"welfare-community-development","GVI Foundations","GVI Foundations Helping communities around Krabi receive education and training to expand their economic opportunities Contact: Telephone: 1 (888) 965-3358 Province: USA / Krabi Address: 225 Franklin Street, 26th Floor Volunteers: Yes Review:","225 Franklin Street, 26th Floor","http://gvifoundations.com/our-programs /thailand http://www.facebook.com/GVIFoundations?ref =ts&fref=ts","(888) 965-3358","info@gvifoundations.com"," USA / Krabi"
"welfare-community-development","Habitat for Humanity Thailand","Habitat for Humanity Thailand Development community to build a better quality of life of Thailand. Contact: Telephone: 0-2664-0644 Province: Bangkok Address: 253 Building, 12th Fl., 253 Sukhumvit 21 Rd. (Asoke) Klongtoey Nua, Wattana, Bangkok 10110 Thailand Volunteers: Yes Review:","253 Building, 12th Fl., 253 Sukhumvit 21 Rd. (Asoke) Klongtoey Nua,","http://www.habitatthailand.org/ https://www.facebook .com/h4hthailand","-2664-0644","habitat@habitatthailand.org"," Bangkok"
"welfare-community-development","Internet Foundation for the Development of Thailand","Internet Foundation for the Development of Thailand Internet
    Foundation for the Development of Thailand 723 Suphakarn Building, Room 3C15, CharoenNakorn Rd., KlongTonsai, KlongSarn, Bangkok, 10600 Thailand Cellphone 080-051-6556, 089-493-4893 Tel 02-860-1358 Fax 02-860-3437","","www.thaigivng.org Donation Exchange  Center of www.thaigiving .org is  run by Internet  Foundation for the  Development of Thailand  and  supported by the  Rockefeller  Foundation.  The system and  services are redesigned  and launched in  November, 2013  to become the  center of sharing  society by donation,  volunteers, and  forward needed resourcess  to  children,  people with disability,  poverty, etc.","02-860-1358 "," "," "
"welfare-community-development","Karen Hilltribes Trust","Karen Hilltribes Trust Projects which help Karen people in Northwest Thailand Contact: Julia Virulchanya Telephone: +44 (0)1904 612829 Province: UK Address: 88a Main Street, Fulford, York, YO10 4PS, United Kingdom Volunteers: Yes Review:","88a Main Street, Fulford, York, YO10 4PS, United Kingdom","http://www.karenhilltribes.org.uk http://www.facebook.com/TheKarenHilltribesTrust?ref =ts&fref=ts","+44 (0)1904",""," UK"
"welfare-community-development","Khomloy Development Foundation","Khomloy Development Foundation Non-profit, non-denominational foundation that has been working with Burmese refugee and ethnic minority communities along the Thai/Burma border since 2003 to improve both self-empowerment and
    equality. Contact: - Telephone: 053-306-310 Province: Chiangrai Address: 155/2 M. 3, T. Rimkok, A. Muang J. Chiangrai 57100 Volunteers: Review:","155/2 M. 3, T. Rimkok, A. Muang J. Chiangrai 57100","http://khomloy.org/ Email: www.khomloy @khomloy.org  <www.khomloy@khomloy.org","053-306-310","www.khomloy@khomloy.org www.khomloy@khomloy.org"," Chiangrai"
"welfare-community-development","Life development Center","Life development Center Aims to be a long lasting organization working to ensure that vulnerable tribal people have good living conditions. Contact: Telephone: No Info Province: Chiang Mai Address: PO Box 300, Chiang Mai 50000 Volunteers: Yes Review:","PO Box 300, Chiang Mai 50000","http://www.ldcl.org/ http://www.facebook.com/pages/Life -Development-Center/216009121764299?ref =ts&fref=ts"," No Info","infor@ldcl.org"," Chiang Mai"
"welfare-community-development","Lions Club of Phuket Pearl","Lions Club of Phuket Pearl Organizes various projects to help children, the elderly, the disabled, etc. Contact: Telephone: No Info Province: Phuket Address: Post Box 398 Muang Phuket 83000 Volunteers: Review:","Post Box 398 Muang Phuket 83000","http://www.phuket-lions.com http://www.facebook.com/lionphuketpearl?ref =ts&fref=ts"," No Info","welcome@lionsphuketpearl.com"," Phuket"
"welfare-community-development","Mae Fah Laung Foundation","Mae Fah Laung Foundation A Thai non-profit organization that manages numerous projects within Thailand as well as other countries in Asia. Contact: Telephone: 02 252 7114 Province: Bangkok Address:  1875/1 Rama 4 Road, Kwang Lumpini, Khet Prathumwan, Bangkok 10330 Volunteers: Yes Review:","1875/1 Rama 4 Road, Kwang Lumpini, Khet Prathumwan, Bangkok 10330","www.maefahluang.org/ https://th-th .facebook.com/MulnithiMaeFaHlwng","02 252 7114",""," Bangkok"
"welfare-community-development","NORTHNET Foundation","NORTHNET Foundation NORTHNET Foundation has been officially form in 1995 by non-government-organization for development in order to sustain northern communities development and open more wider opportunity for
    community, farmer and other NGOs who are interested on development their own project by utilize foundation’s capacity on empowering and support those project. <U+0E21><U+0E39><U+0E25><U+0E19><U+0E34><U+0E18><U+0E34><U+0E1E><U+0E31><U+0E12><U+0E19><U+0E32><U+0E28><U+0E31><U+0E01><U+0E22><U+0E20><U+0E32><U+0E1E> Contact : NORTHNET Foundation 225/112 Sintana Village 2, Tumbol Sunpranate, Amuphur Sunsai Chiang Mai, Thailand 50210","","http://northnetthailand.org"," ","info@northnetthailand.org"," "
"welfare-community-development","Plan International","Plan International The nonprofit organisation is one of the world's largest child-centred community development organisations,
    working in 58,000 communities with 600,000 volunteers to improve the quality of life for more than 56 million children. Contact: K.Apiradee C. Telephone: 02259-8284 Province: Bangkok Address: 20th Floor, Ocean Tower 2 , 75/35 Sukhumvit 19 Road, Klongtoey Nua, Wattana, Bangkok 10110,
    Thailand Volunteers:
    Yes Review:","20th Floor, Ocean Tower 2 , 75/35 Sukhumvit 19 Road, Klongtoey Nua, Wattana, Bangkok 10110,
    Thailand Volunteers:
    Yes","https://plan-international .org/where-we-work /asia/thailand/about-th","02259-8284","apiradee.chappanapong@plan-international.org"," Bangkok"
"welfare-community-development","Ploenchit Fair, (BCTFN)","Ploenchit Fair, (BCTFN) British Community in Thailand Foundation for the Needy (BCTFN) . The British Community’s annual
    fund-raising blockbuster event for Thai charities (Under the auspices of the British Embassy – Bangkok) Contact: Telephone: 02-204 1587-8 Province: Bangkok Address: 591/17 Sukhumvit Road Soi 33/1, Bangkok Volunteers: Review: Yes.  Learn more about the BCTFN and the Ploenchit Fair here!","591/17 Sukhumvit Road Soi 33/1, Bangkok","http://www.ploenchitfair.org","02-204 1587-8","bctfn@loxinfo.co.th"," Bangkok"
"welfare-community-development","Rainbowland Community Services Foundation","Rainbowland Community Services Foundation An emergency shelter for relatives, from outside Bangkok who have sick children at hospitals and also offers a point of assistance for people from local poor communities that face a sudden crisis. Contact: Telephone: 02-632-0394 Province: Bangkok Address: 11 Convant Road, Kwang Srilom, Khet Bangrak, Bangkok 10500 Volunteers: Yes Review:","11 Convant Road, Kwang Srilom, Khet Bangrak, Bangkok 10500","www.thaianglican.org/rcs.php http://www.facebook.com/ChristChurchBKK","02-632-0394","jarinrcs@gmail.com"," Bangkok"
"welfare-community-development","Rotary club of Pattaya","Rotary club of Pattaya An international service organization whose stated purpose is to bring together business and professional leaders in order to provide humanitarian services Contact: Telephone: Province: Chonburi Address: Town in Town Rorary Club Pattaya,
    206 Moo 9, Central Pattaya Road, Chonburi 20260 Volunteers: Review:","Town in Town Rorary Club Pattaya,
    206 Moo 9, Central Pattaya Road,","http://www.rotarypattaya.com/","",""," Chonburi"
"welfare-community-development","Sop Moei Arts Room Bangkok","Sop Moei Arts Room Bangkok Operates income-generating initiatives such as textile weaving and basket making amongst several villages in Bangkok. Contact: Telephone: 02 714 7269 Province: Bangkok Address: No.8,  room 104, Sukhumvit 49 Rd, Klongtonnua, Wattana Bangkok 10110 Volunteers: Review:","No.8,  room 104, Sukhumvit 49 Rd, Klongtonnua, Wattana","http://www.sopmoeiarts.com","02 714 7269","masako_isomura@hotmail.com"," Bangkok"
"welfare-community-development","Sop Moei Arts Room Chiang Mai","Sop Moei Arts Room Chiang Mai Operates income-generating initiatives such as textile weaving and basket making amongst several villages in Northern Thailand Contact: Telephone: 053 306 123 Province: Chiang Mai Address: 150/10 Chareonrajd Road, Watgate, Muang, Chiang Mai 50000 Volunteers: Review:","150/10 Chareonrajd Road, Watgate, Muang, Chiang Mai 50000","http://www.sopmoeiarts.com/html/chiangmaishop .html","053 306 123","sma@sopmoeiarts.com"," Chiang Mai"
"welfare-community-development","Thai Craft Fair","Thai Craft Fair Representatives meet our staff and volunteers and each other at ThaiCraft Fairs and periodic workshops and seminars. Contact: Telephone: 02 6760636-8 Address: 242 Soi Akharn Songkroh, Akhan Songkroh Sai 15 Road, Thung Wat Don, Sathorn, Bangkok, 10120 Volunteers: Review:","242 Soi Akharn Songkroh, Akhan Songkroh Sai 15 Road, Thung Wat Don, Sathorn, Bangkok, 10120","http://www.thaicraft.org/ http://www.facebook.com/ThaiCraft.org","02 6760636-8","info@thaicraft.org"," "
"welfare-community-development","Taejai.com","Taejai.com A Web site to donate online to support social development to occur. The beginning of a desire to help people who want to do something good for society. Contact: Telephone: Province: Bangkok Address: Changefusion 444 Fl. 22 Olimpiathai Tower, Ratchadapisak Road, Kwang Samsan, Khet Huaykwang, Bangkok 10310 Volunteers: Review:","","http://www.taejai.com/ https://www.facebook .com/taejaidotcom","","info.taejai@gmail.com"," Bangkok"
"welfare-community-development","THE SOMDETYA'S CHARITY FUND","THE SOMDETYA'S CHARITY FUND To help improve the
    lives of disadvantaged people which the government and other
    organizations can not be implemented fully and thoroughly. Contact: K.Nidda Klomkring Telephone: 02-2265666 Ext.2100 Province:
    Bangkok Address: No.693 Bunrung-Muang Road, Kwang Klong
    Mahanak, Khet Pompabsattrupai,
    Bangkok 10100 Volunteers: Review:","No.693 Bunrung-Muang Road, Kwang Klong
    Mahanak, Khet","http://www.somdejya.org/main/","02-2265666 ","","
    Bangkok"
"welfare-community-development","International Support Group Foundation","International Support Group Foundation Committed to help alleviate the plight of the socially disadvantaged people of Thailand. Contact: Telephone: 02 258-5335 Province: Bangkok Address: P.O.BOX 55, Santisuk Post Office, Bangkok 10113 Volunteers: Yes Review:","P.O.BOX 55, Santisuk Post Office, Bangkok 10113","http://www.isgfthailand.org","02 258-5335","isgf_education@yahoo.com"," Bangkok"
"welfare-community-development","The Mechai Viravaidya foundation","The Mechai Viravaidya foundation Innovative programs and approaches to desensitize contraceptive use and make them available throughout Thailand Contact: Mechai Viravaidya Telephone: 02229-4611 ext. 331 Province: Bangkok Address: 6 Sukhumvit 12, Klongteoy District, Bangkok 10110 Volunteers: Review:","6 Sukhumvit 12, Klongteoy District, Bangkok 10110 Volunteers:","http://www.mechaifoundation.org/ http://www.facebook.com/MechaiV#!/MechaiV /info","02229-4611 ","mechai@pda.or.th"," Bangkok"
"welfare-community-development","The Mirror Foundation","The Mirror Foundation Operates various projects to help the people of Mae Yao (Chiang Rai) Contact: Telephone: 02-973-2236-7 Province: Bangkok/Chiang Rai Address: 191 Soi Vipavadee 62, Talad Bangkhen, Laksi, Bangkok 10210 Volunteers: Yes Review:","191 Soi Vipavadee 62, Talad Bangkhen, Laksi, Bangkok 10210","http://themirrorfoundation.org/  or http://www.mirror .or.th/ http://www.facebook.com/mirrorf","02-973-2236-7","info@themirrorfoundation.org"," Bangkok/Chiang"
"welfare-community-development","The Mirror Foundation volunteering","The Mirror Foundation volunteering The websites for volunteering at The Mirror Foundation Contact: Telephone: 053-737412 Province: Chiang Rai Address: 106 Moo 1, Ban Huay Khom, T Mae Yao, A Muang, Chiang Rai 57100, Thailand Volunteers: Yes Review:","106 Moo 1, Ban Huay Khom, T Mae Yao, A Muang, Chiang Rai 57100, Thailand","http://www.themirrorfoundation.org/cms/","053-737412","info@themirrorfoundation.org"," Chiang Rai"
"welfare-community-development","PitayaSuwan Foundation","PitayaSuwan Foundation Educational projects in several rural communities all over Thailand and all across Asia. Contact: Amphai Thongpliu (Por) Telephone: 0860 012 838 Province: Singburi Address: 40/1 Moo 4, Soi. Vihan khao12, Tambol. Vihan khao, Amphur. Tha Chang,
    Singburi province, 16140. Thailand Singburi province, 16140. Thailand Volunteers: Yes Review:","40/1 Moo 4, Soi. Vihan khao12, Tambol. Vihan khao, Amphur. Tha Chang,
    Singburi province, 16140. Thailand","http://www.pitayasuwan.org/","0860 012 838","in@pitayasuwan.org"," Singburi"
"welfare-community-development","Rain Tree Foundation","Rain Tree Foundation A social welfare organization focusing on helping the poor in northern Thailand. Contact: Wanida Theptit Telephone: 0857 161 192 Province: Chiang Mai Address: 31 Moo 13 Thambon Thavangtan, Ampher Sarapi, Chiang Mai  50140,  Thailand Volunteers: Yes Review:","31 Moo 13 Thambon Thavangtan, Ampher Sarapi, Chiang Mai  50140,  Thailand","http://www.raintree-foundation.org http://www.facebook.com/pages/Rain -Tree-Foundation/179376458745735","0857 161 192","info@raintree-foundation.org"," Chiang Mai"
"welfare-community-development","Rejoice Urban Development Project","Rejoice Urban Development Project Provides medical and social support systems (Chiang Mai) Contact: K. Gee/K. Chai Telephone: 053 806 674 Province: Chiang Mai Address: 39/10 Moo 15, Soi 2, T. Suthep A. Muang, Chiang Mai 50200, Thailand. Volunteers: Review:","39/10 Moo 15, Soi 2, T. Suthep A. Muang, Chiang Mai 50200,","http://www.rejoicecharity.com","053 806 674","contact@rejoicecharity.com"," Chiang Mai"
"welfare-community-development","SiamCare Thailand","SiamCare Thailand An organization helping disadvantaged people in
    Thailand Contact: Telephone: 02 530 5902 Province: Bangkok, Mukdahan, Phang Nga Address: 66/43 Soi Khua Klay 1, Muban Thipnakorn, Lad Praw 80, Bangkok 10310, Thailand Volunteers: Review:","66/43 Soi Khua Klay 1, Muban Thipnakorn, Lad Praw 80, Bangkok 10310, Thailand","http://www.siamcare.org/ http://www.facebook.com/siamcare?ref =ts&fref=ts","02 530 5902","siamcare@siamcare.org"," Bangkok, Mukda"
"welfare-community-development-2","AIDS Network Development Foundation","AIDS Network Development Foundation AIDSNet works covering 20 provinces in North-eastern Thailand as a center of disseminate knowledge on AIDS related issue including coordination, advocacy people infected and affected with
    HIV/AIDS with education, research and enhancing health care knowledge living in the region. Contact : AIDs Network Development Foundation North-Eastern Office 9/32 Mooban Piman Thani Mueang Kow District, Amphur Muang Khonkean 40000 Call +66 43 467-191","","https://www.facebook .com/aidsnetne?pnref =story"," ","phiensuda@gmail.com"," "
