UEN No,Charity Status,Date of Charity Registration,IPC Status,IPC Period,Website,Details URL,country,name,address,cause_area
S86CC0384E,Registered,03/10/1986,Not applicable,Not applicable,http://www.sjs.edu.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTMzZDZjMzgtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,JAPANESE SCHOOL,95 CLEMENTI ROAD  THE JAPANESE SCHOOL Singapore 129782,Education
T00CC1414A,Registered,21/02/2000,Not applicable,Not applicable,http://www.jss.edu.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGJmZTJkZjMtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"JAPANESE SUPPLEMENTARY SCHOOL, SINGAPORE, THE",95 CLEMENTI ROAD  C/O THE JAPANESE SCHOOL Singapore 129782,Education
S73SS0001C,Registered,03/11/1987,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTk4NmY1ZWMtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,JAYAMANGAL BUDDHIST TEMPLE,401 RACE COURSE ROAD   Singapore 218652,Religious
201626167G,Registered,24/03/2017,Not applicable,Not applicable,www.jazzfoundation.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZWEyY2ZhYmEtNTZlNC1lNjExLTllM2ItMDA1MDU2OTYyODYw,Singapore,JAZZ ASSOCIATION (SINGAPORE) LIMITED,180 PAYA LEBAR ROAD #11-04-E YI GUANG FACTORY BUILDING Singapore 409032,Arts and Heritage
199002444H,Registered,29/04/1991,Live,From 13/12/2016 To 31/08/2018,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGYzYWQ4ZTEtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,JCCI SINGAPORE FOUNDATION LIMITED,10 SHENTON WAY #12-04 MAS BUILDING Singapore 079117,Others
S81SS0038E,Registered,02/09/1994,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2I2MTUyZmYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Jee Hai Tung Kwan Imm Welfare Society,30 Bedok Reservoir Road     Singapore 479230,Religious
S92SS0003G,Registered,17/09/2002,Not applicable,Not applicable,http://www.jenchen.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGY5YThjMjctN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Jen Chen Buddhism Centre,186 Toa Payoh Central #01-424  Singapore 310186,Religious
S93SS0098D,Registered,18/07/1996,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmM4NmVmYzMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Jen Chen Buddhist Blissful Culture Centre,30 LORONG 27 GEYLANG #05-01/02 CITIRAYA CENTRE Singapore 388164,Religious
S87SS0079G,Registered,21/12/1988,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDIzNTcyZGEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Jesus' Disciples Baptist Community Church,194 Pantech Industrial Building #05-27 Pandan Loop Singapore 128383,Religious
S86SS0008D,Registered,18/02/1992,Not applicable,Not applicable,http://www.jesuslives.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmQxY2YyZTItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Jesus Lives,213 HENDERSON ROAD #02-06 HENDERSON INDUSTRIAL PARK Singapore 159553,Religious
S97SS0141G,Registered,28/12/1998,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTBmMmVhZTAtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Jesus Reigns Church,38 SARACA PLACE   Singapore 807467,Religious
197100576D,Registered,20/07/1989,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzJhZjNjYzgtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,JESUS SAVES MISSION LIMITED,68 LORONG 16 GEYLANG #02-02  Singapore 398889,Religious
S92SS0005K,Registered,08/03/1995,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjU3MDVkMDItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Jesus The King Church,116 Middle Road #07-01 ICB Enterprise House Singapore 188972,Religious
200812121H,Registered,15/12/2008,Not applicable,Not applicable,http://www.one-foundation.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGUzYWNkY2UtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,JET LI ONE FOUNDATION SINGAPORE LIMITED,3 ANSON ROAD #27-01 SPRINGLEAF TOWER Singapore 079909,Others
S62SS0046F,Registered,21/01/1988,Not applicable,Not applicable,http://www.singaporejews.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWYzNTcyZGEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"Jewish Welfare Board, Singapore, The",24 WATERLOO STREET  JEWISH SYNAGOGUE Singapore 187950,Religious
T03SS0115K,Registered,07/10/2004,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2M5YjFmMmEtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,JI ZHENG GONG,31 HOUGANG AVENUE 1   Singapore 538879,Religious
T01SS0100D,Registered,25/07/2003,Live,From 01/07/2015 To 30/06/2018,http://www.jiaying.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODMwNDZhNTctN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Jia Ying Community Services Society,1 VALLEY ROAD  GLAD TIDINGS CHURCH Singapore 534449,Social and Welfare
S99SS0060G,Registered,09/06/2001,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTM3YzU1YmItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Jireh Bible-Presbyterian Church,1 Dunearn Close   Singapore 299574,Religious
S97SS0144F,Registered,29/08/2003,Not applicable,Not applicable,www.facebook.com/JTQXBNDT,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2Y3NWM1MTgtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Jiu Tiao Qiao Xin Ba Na Du Tan,95 TAMPINES LINK #01-01  Singapore 528745,Religious
T07SS0053A,Registered,14/08/2008,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjllNjBmOGEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Jiu Xuan Gong Society,15 Geylang Lorong 29 #04-01 PTH Building Singapore 388069,Religious
200817745G,Registered,07/09/2011,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTNhMmYzYzktNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,JLU GLOBAL LTD.,20 MAXWELL ROAD #05-08 MAXWELL HOUSE Singapore 069113,Religious
200701899H,Registered,16/03/2009,Live,From 12/08/2017 To 11/11/2018,www.johnmeaddanceco.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmY3MTNjZDUtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,JOHN MEAD DANCE COMPANY LTD.,227 LORONG 8 TOA PAYOH #02-138 TOA PAYOH EIGHT Singapore 310227,Arts and Heritage
T07CC2008J,Registered,24/04/2007,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NGE1MzdmMDUtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,JOO CHIAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,6 PALM ROAD  SIGLAP SOUTH COMMUNITY CENTRE Singapore 456441,Community
T00SS0215H,Registered,23/07/2001,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NDJhOTVlMWYtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Joo Chiat Gospel Hall,10 Tembeling Lane   Singapore 423483,Religious
T04SS0281B,Registered,28/12/2004,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWNiNWY0ZDMtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Joyful Charity,43 Carpenter Street #04-00 Greatwood Buidling Singapore 059922,Health
S89SS0113B,Registered,31/08/1990,Live,From 15/05/2017 To 14/05/2019,http://www.juenghome.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2ZkNzc3ZjUtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Ju Eng Home for Senior Citizens,205 Jalan Kayu   Singapore 799436,Health
T05SS0011A,Registered,14/03/2006,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjEyZjBhNjQtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Jubilee Assembly of God,103 HENDERSON CRESCENT #09-44  Singapore 150103,Religious
S61SS0196F,Registered,15/12/1984,Not applicable,Not applicable,http://www.jubilee.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGYxZTdiMzYtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"Jubilee Church, The",256 Outram Road   Singapore 169053,Religious
T13SS0090E,Registered,10/04/2017,Not applicable,Not applicable,www.jrfs.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWQ5MTkxMDUtNDM2Yi1lNjExLWE5N2EtMDAwYzI5ZjYzOWJh,Singapore,Jump Rope Federation (Singapore),35 Kallang Pudding Road #08-02A Tong Lee Building Singapore 349314,Sports
200922582R,Registered,21/12/2010,Not applicable,Not applicable,http://www.ja.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MmE0MThkMjEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,JUNIOR ACHIEVEMENT (SINGAPORE) LTD.,8 MARINA BOULEVARD #05-02 MARINA BAY FINANCIAL CENTRE Singapore 018981,Education
S97CC1260H,Registered,08/05/1997,Live,From 01/04/2015 To 31/03/2018,http://www.pa.gov.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjUwYjUxZTItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,JURONG CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,6 JURONG WEST AVE 1   Singapore 649520,Community
S89CC0669G,Registered,06/07/1989,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzVkNzc3ZjUtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,JURONG CHRISTIAN CHURCH,No 2 Tah Ching Road   Singapore 618744,Religious
T11CC0005A,Registered,13/10/2011,Live,From 11/11/2013 To 10/11/2018,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmYwY2Y2ZDktNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,JURONG SPRING CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,8 JURONG WEST STREET 52   Singapore 649296,Community
S88CC0581J,Registered,21/06/1988,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2I4OTUyMzctN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,JURONG TAMIL METHODIST CHURCH,70 BARKER ROAD #4-2 METHODIST CENTRE Singapore 309936,Religious
S82SS0049L,Registered,27/05/1985,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzMzODZmNzAtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Jurong Temple,741 Jurong West   Singapore 649369,Religious
201118604G,Registered,26/08/2011,Live,From 01/09/2015 To 31/08/2018,www.juronghealthfund.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTBiYmJmNGMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,JURONGHEALTH FUND,1 JURONG EAST STREET 21   Singapore 609606,Health
T04SS0013K,Registered,04/10/2005,Not applicable,Not applicable,http://www.justparenting.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzE2YmZlNzAtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Just Parenting Association,3 QUEEN'S ROAD #01-169  Singapore 260003,Social and Welfare
S95SS0121J,Registered,01/02/1997,Not applicable,Not applicable,http://www.kadhampa.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmQ1NTk2NDYtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kadhampa Buddhist Association (Singapore),17 LORONG 15 GEYLANG   Singapore 388608,Religious
S87SS0078L,Registered,05/09/1995,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Yjk4NzVjYTQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kai Hock Tong Temple,58 Hougang Avenue 3   Singapore 538842,Religious
S77SS0026B,Registered,31/03/1986,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmZiN2EyOTItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KAI SAN TEMPLE ASSOCIATION,1300 JLN BT MERAH   Singapore 169546,Religious
S92CC0869A,Registered,19/03/1992,Live,From 01/04/2015 To 31/03/2018,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzYzMzI4MTUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KAKI BUKIT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,670 BEDOK NORTH STREET 3  KAKI BUKIT COMMUNITY CENTRE Singapore 469627,Community
S98SS0044J,Registered,19/11/1999,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MmFlZmI4OWQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KAM KWONG CHRISTIAN CHURCH,247 PAYA LEBAR ROAD #01-01 TRINITY @ PAYA LEBAR Singapore 409045,Religious
S92CC0881K,Registered,07/07/1992,Live,From 01/04/2017 To 31/03/2020,http://www.pa.gov.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjlhZjIzYTUtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KAMPONG CHAI CHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,11 BEDOK NORTH STREET 1 #01-31 HEARTBEAT @ BEDOK Singapore 469662,Community
T10SS0030D,Registered,01/04/2010,Live,From 01/04/2016 To 31/03/2018,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjIwNzI1MjQtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Kampong Kapor Family Service Centre,2 Kitchener Road #03-89  Singapore 200002,Social and Welfare
S87CC0537K,Registered,03/12/1987,Not applicable,Not applicable,http://www.kkmc.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTc4YTg2MzMtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KAMPONG KAPOR METHODIST CHURCH,1 KAMPONG KAPOR ROAD   Singapore 208673,Religious
S99SS0150D,Registered,15/11/2001,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzFiMGFiNDMtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kampong Tengah Thian Hou Keng,80 Rivervale Crescent #01-01 Sengkang New Town Singapore 545087,Religious
S99SS0044C,Registered,16/06/1999,Live,From 01/10/2016 To 30/06/2019,http://www.kampungsenang.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTEzMzE5MGQtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KAMPUNG SENANG CHARITY AND EDUCATION FOUNDATION,106 ALJUNIED CRESCENT #01-205  Singapore 380106,Social and Welfare
T01SS0013F,Registered,14/06/2001,Not applicable,Not applicable,http://www.moh.gov.sg/hef/hef.html,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZTVjZjg0MmQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kang Ming Free Clinic,122 Teck Whye Lane #01-836  Singapore 680122,Health
S81SS0029G,Registered,02/05/1989,Not applicable,Not applicable,http://www.karma-kagyud.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTg0ZmUyZmItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Karma Kagyud Buddhist Centre,38 LORONG 22 GEYLANG   Singapore 398695,Religious
S85CC0269A,Registered,13/12/1985,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTA3MDVkMDItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KATHO TEMPLE,18 LOR 31 GEYLANG   Singapore 388026,Religious
T12SS0172F,Registered,14/04/1989,Not applicable,Not applicable,http://www.kpchurch.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWUwMjVlMjUtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KATONG PRESBYTERIAN CHURCH,42 JOO CHIAT LANE   Singapore 428102,Religious
S64SS0019L,Registered,15/04/1989,Not applicable,Not applicable,http://www.kprbc.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZTJjZjIwODUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kay Poh Road Baptist Church,7 Kay Poh Road   Singapore 248963,Religious
T03CC1651H,Registered,24/01/2003,Live,From 01/04/2013 To 31/03/2018,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2Y1NGNlMDAtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KEAT HONG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,2 CHOA CHU KANG LOOP #1-01  Singapore 689687,Community
S94SS0028G,Registered,31/03/1999,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDEzYTgzMWYtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Keat Sun Beo,56 Hougang Avenue 3   Singapore 538841,Religious
S86CC0397J,Registered,28/11/1986,Live,From 22/11/2013 To 21/11/2018,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjY4YTg2MzMtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KEBUN BARU CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,113 ANG MO KIO AVENUE 4 #01-343  Singapore 560113,Community
S98CC1346C,Registered,30/12/1998,Live,From 01/04/2015 To 31/03/2018,http://www.pa.gov.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjBiZTc0ZjktN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,KEMBANGAN-CHAI CHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,5 Lengkong Tiga #01-01 Kampong Kembangan Community Club Singapore 417408,Community
200404121H,Registered,18/08/2006,Not applicable,Not applicable,http://www.kcm.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDgxZGYyZTItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KENNETH COPELAND MINISTRIES SINGAPORE LTD.,210 MIDDLE ROAD #08-08 IOI PLAZA Singapore 188994,Religious
201120171W,Registered,14/09/2011,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2JkZjI5MzItNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,KEPPEL CARE FOUNDATION LIMITED,1 HARBOURFRONT AVENUE #18-01 KEPPEL BAY TOWER Singapore 098632,Social and Welfare
S94SS0022J,Registered,15/08/1996,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODk4Y2EzMGUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kew Ong Yah Temple,- -  561 Yishun Ring Road #01-01-05 (Unit 2) Singapore 768682,Religious
S21CC0001E,Registered,23/12/2014,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTZiNTMyYTktMzU5Mi1lMzExLTlhZTItMDA1MDU2YTQxZjJk,Singapore,Kew Ong Yah Temple (Upper Serangoon),779A UPPER SERANGOON ROAD   Singapore 534648,Religious
S24SS0001D,Registered,14/08/1985,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjA3ZWJjMzMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Khalsa Dharmak Sabha,18 Niven Road   Singapore 228365,Religious
S31SS0001C,Registered,19/06/1991,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzIxMGEyOTgtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Khalsa Jiwan Sudhar Sabha,50-A Club Street   Singapore 069427,Religious
S92SS0060E,Registered,11/09/1992,Live,From 01/02/2018 To 31/07/2019,http://www.khengchiuhappylodge.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Yzc2ZGJjNmEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Kheng Chiu Loke Tin Kee Home,70 Tampines Avenue 4  Kheng Chiu Happy Lodge Singapore 529681,Social and Welfare
201501865E,Registered,15/07/2015,Not applicable,Not applicable,kcnf.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZjExN2ZhM2EtNjFkZi1lNDExLTg5OTYtMDAwYzI5ZjYzOWJh,Singapore,KHOO CHWEE NEO FOUNDATION LTD.,57 CAIRNHILL ROAD #02-07 ELIZABETH HEIGHT Singapore 229668,Social and Welfare
198200899N,Registered,23/05/1984,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDRlOTExMTMtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,KHOO TECK PUAT FOUNDATION,21 MOUNT ELIZABETH #02-00 YORK HOTEL Singapore 228516,Social and Welfare
S99SS0092C,Registered,06/12/2000,Not applicable,Not applicable,http://www.kcvihara.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWYxMWRlYTgtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Khoon Chee Vihara,23 Lorong Mydin   Singapore 416824,Religious
S92SS0004C,Registered,03/09/1993,Not applicable,Not applicable,khushkhabri.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjJiMzU2NmMtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Khush Khabri Fellowship,3 EVERTON PARK #03-65  Singapore 080003,Religious
T05SS0083F,Registered,31/07/2006,Not applicable,Not applicable,http://www.khyenkong-tharjay.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTQyMDI3NjQtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Khyenkong Tharjay Buddhist Charitable Society,26A LORONG 23 GEYLANG   Singapore 388364,Religious
S94SS0054E,Registered,30/10/1996,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTU3MDhiYjQtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Kiat Leng San Temple,489 Serangoon North Avenue 1   Singapore 555891,Religious
