website,email,contact_number,address,city,name,5,6,7
www.facebook.com/pertubuhanpendidikankanakkanakistimewaharmoni,pkiharmoni@gmail.com,03-89347898,"204, Jalan Sekolah , Batu 11",Cheras,,,,
facebook.com/KatzenCatSanctuary,sanctuary@katzen.org.my,60361517040,"11 Jalan Setia Bakti 7
Damansara Heights,",Kuala Lumpur,,,,
www.uwccf.org,uwcc.federation@gmail.com,189649894,"A-3-1,LEVEL5,BLOCKA,MENARA UNCANG EMAS 3(UE3),NO.85, JALAN LOKE YEW.",Kuala lumpur,,,,
www.ppia.org.my,ppiabatupahat@gmail.com,+607-4352145,"No. 29-35, Susur Perdana UtamaTaman Bukit Perdana83000 Batu PahatJohor","Batu Pahat, Johor",,,,
destinywelfarecentre,irenejben@gmail.com,172069502,"No 10, Lorong SambauTaman Chi Liung41200 KlangSelangor",Klang,,,,
www.ncpna.com.my,alex.chandran@live.com.my,169987028,"No.50,1st Floor,Kompleks Penchala,Petaling Jaya, Selangor Darul Ehsan","Petaling Jaya, Selangor",,,,
http://www.facebook.com/rumahchrestus,rumahchrestus@gmail.com,390761849,"No.2, Jalan Koop Cuepacs 5,
Taman Cuepacs",Cheras,,,,
www.sasmsia.org,man.sasmalaysia@gmail.com,603-3359 7737,No 14 A jalan Keluli AK7/AK pusat Perniagaan Bukit Raja Seksyen 7,Shah Alam,,,,
,sukarelawan.templer@gmail.com,183686349,"200, Jalan Jasa 18, Taman Jasa, 68100 Batu Caves, Selangor","Batu Caves, Selangor",,,,
www. midto. com,mymidto@gmail.com,123636854,"2, Jln PNJ 2/1, Tmn Pinggiran Netas Jaya,",Mentakab,,,,
Pernita,harnanie@yahoo.com,122712095,"No 61 JLN SAWI 24/18, SEKSYEN 24 40000 SHAH ALAM SELANGOR",Selangor,,,,
www.wakekl.org,wake@wakekl.org,129182152,"No:22-5-1,Block F Jalan Semarak Api 3Off Jalan Gombak",Kuala Lumpur,,,,
,pesakapontian@yahoo.com,76862079,"lot 5237 Pusat Gimnasium Rakyat Taman Anggerik,Jalan Parit Mesjid,",Pontian,,,,
www.mypintar.com.my,mas@mypintar.com.my,03-22680007,"A-16-8, Menara UOA Bangsar
No. 5, Jalan Bangsar Utama 1",Bangsar,,,,
www.facebook.com/Playcentrelibrary,playcentrelibrary@gmail.com,377817813,"No. 18 Jalan 6/6 46000, Petaling Jaya, Malaysia",Petaling Jaya,,,,
https://www.plcwo.org,plcwelfareorg@gmail.com,162134037,"10, Jalan Besar, Batu Arang, 48100 Batu Arang, Rawang, Selangor",Batu Arang,,Facebook Profile,YouTube Channel,
www.powershiftmalaysia.org.my,adrian@powershiftmalaysia.org.my,123585453,"30 Jln SB Indah 2/10
Tmn Sg Besi Indah",Seri Kembangan,,,,
www.autism.org.my,footiangkim@gmail.com,603-7770 2080,"No. 23&25, Jalan SM 12 (PJS 3/47), 
Taman Sri Manja, BATU 6 3/4, 
Off Jalan Kelang Lama,",Petaling Jaya,,,,
www.paghruli.blogspot.com,mutharasan33@gmail.com,605 849 3672,"14. LORONG MULIA 1,
Taman Simpang Mulia,",Simpang,,,,
http://www.praise-emmanuel.com/,pech@praise-emmanuel.com,03 772 0610,"No7, Jalan 6/6,",Petaling Jaya,,,,
www.pride.org.my,herrie@pride.org.my,03-79600366,"No.23,Lorong Tanjung 5/4D,Off Jalan Gasing46000, Petaling Jaya",Petaling Jaya,,,,
pamim.org,uma.prevail@gmail.com,122113217,"Prevail Productions758 B, 1st Floor, 4 1/2 Jalan Ipoh",Kuala Lumpur,,,,
www.venkatesrao.com,evenkatesrao@gmail.com,199000197,"No 18, Jalan BK 5/10DBandar Kinrara, 47100 Puchong, Selangor",puchong,,,,
https://www.facebook.com/ProjectLiber8/info?tab=page_info,purplecow.org@gmail.com,60166267010,NO,Selangor,,,,
www.projekiqra.com,info@projekiqra.com,348007961,"NO 10A, Persiaran Cahaya 2
Taman Cahaya Indah",Ampang,,,,
www.psthechildren.org.my,vijay@psthechildren.org.my,03-7957 4344,"No. 5, Jalan 7/14, Section 7, Petaling Jaya, Section 7, Selangor, Malaysia",Petaling Jaya,,,,
ptfmalaysia.org,ptf@ptfmalaysia.org,03-40444611,"7C-1, Jalan Ipoh Kecil, 
Off Jalan Raja Laut 
50350 Kuala Lumpur",Kuala Lumpur,,,,
www.lembahbujang.com,nady@riversidetravel.com.my,1123238645,"10-2, Jalan PJU 5/20D, The Strand Kota Damansara",Petaling Jaya,,,,
purplelily.org/,suraya.bujang@purplelily.org,019-8741251,"P7-1-1(A) Chonglin Park, Jln Tabuan,93100 Kuching,Sarawak",Kuching,,,,
https://www.facebook.com/pages/Pusat-Aktiviti-Dakwah-Ummah-Berhad/,mimraas@yahoo.com,1110662393,"Wisma Pondok,
Jalan Pasir Putih,",Kota Bharu,,,,
,pbantuansentul@hotmail.com,340410610,"No 17,  Jalan 3/128A Taman Bukit Aman 58200",-,,,,
www.anbesivam.org,anbesivamcharityhome@gmail.com,016-2857531,"No 2, Jalan Sri Siantan 35,  Taman Sri Andalas, Klang,	Selangor",Klang,,,,
http://www.hati.my/support-groups/pusat-jagaan-asnaf-barakh-rumah-amal-asnaf-barakh/,kebajikanasnaf@gmail.com,03-41429577,"57-2, Jln Wangsa Delima 5, Pusat Bdr Wangsa Maju (KLSC)",Wangsa Maju,,,,
facebook.com/harapanbaruwargaemas,harapanbaruwargaemas@outlook.com,60162985536,"28 Klebang Prima 4,Medan Klebang Prima,",Ipoh,,,,
https://www.facebook.com/pages/Pusat-Jagaan-Kanak-Kanak-Down-Syndrome-Dan-Hyper-Active/151433468351347,judejasvin@yahoo.com,016-699 1783,"NO.43,Lorong Batu Nilam,17K Jalan Batu Nilam, Bandar Bukit Tinggi 2, 41200, Klang, Selangor Darul Ehsan, Malaysia.",Klang,,,,
www.kirtarshhome.org,kirtarsh@yahoo.com,122391071,"NO 27 JALAN MELOR 1B48300 BUKIT BERUNTUNGRAWANG,SELANGORMALAYSIA",Rawang,,,,
,yayasanseribuharapan@gmail.com,010-2457693,NO 1 & 3 Lorong Jalan 8c,Shah Alam,,,,
www.jirehshome.org,jirehshome@yahoo.com,04-4907912,"55. Lorong Meranti 2/4,
Taman Meranti 09000,
Kulim Kedah.",Kulim,,,,
,shixinping7@gmail.com,012-4604022,1110 jalan bagan lalang 13400 Butterworth,Butterworth,,,,
,pjrbigk@gmail.com,013-9238313,"Kg. Gong Kulim Hilir, 16800 Pasir Puteh, Kelantan.",Pasir Puteh,,,,
www.facebook.com/pages/Grace-Manna-House/120428701346124,gmhlabis@yahoo.com,07-9251552,"5, Jalan Sentosa,Taman Sentosa,",Labis,,,,
http://www.siddharthancarecentre.org/,sid_dharthan@yahoo.com,-,"No: 32, Jalan SS3/46, Taman University, 47300 Petaling Jaya, Selangor",-,,,,
www.pkktuankubainun.com,pkk.main.office@gmail.com,377338559,48 Jalan Tun Mohd FuadTaman Tun Dr Ismail60000 Kuala LumpurMalaysia,Kuala Lumpur,,,,
,tamanharapan00@gmail.com,09-2972303,"Taman Harapan, Batu 2 , Jalan Maran 28000, Temerloh, Pahang",Temerloh,,,,
www.ppkkctm.org.my,ppkkctm_4@yahoo.com,378061143,"2, Jalan SS 24/10, Taman Megah, 47301 Petaling Jaya, Selangor",Petaling Jaya,,,,
www.facebook.com/ReachOutMalaysia,petenic20@yahoo.com,322828878,"19 U8/71, Jalan Birai, Bukit Jelutong",Shah Alam,,,,
www.redcrescent.org.my/selangor,selangorrc@gmail.com,03-222849221,"JKR 2564 (17), JALAN SELANGOR,BUKIT PERSEKUTUAN , 50480 KUALA LUMPUR",Kuala Lumpur,,,,
www.reefcheck.org.my,alvin@reefcheck.org.my,192152161,Kampong TekekPulau TiomanKuala RompinPahang,Rompin,,,,
www.redeems.my,redeemscentre@gmail.com,+6082-461757,"1st Floor, CG 204, Batu Kawa, New Township, Jalan Batu Kawa, 93250","Kuching, Sarawak,",,,,
www.rootsandshoots.my,jyunichi@rootsandshoots.my,603 20110359,"No. 1 Lorong Kekabu, 
Damansara Heights,",Damansara,,,,
selangorcheshire.org,selangorcheshire@gmail.com,012-2786219,"Bt 7 1/2, Jalan Ipoh, Selayang68100 Batu CavesSelangor",Selangor,,,,
www.rumahcharis.org.my,jfkoh88@gmail.com,03-77815977,"77 Taman Lucky, 6th mile Jalan Puchong, 58200, Kuala Lumpur",Puchong,,,,
www.ssvp.org.my,rkki09@gmail.com,03-78043451,"No. 2 Jalan SS25/21, Taman Mayang, 47301 Petaling Jaya, Selangor.",Petaling Jaya,,,,
no web site,trinityhome_pj@yahoo.co.uk,-,"No. 5, Jalan Bukit Menteri Utara 7/4, Seksyen 7,
46050 Petaling Jaya, Selangor",Petaling Jaya,,,,
rumahkasiharmoni.blogspot.com/,jamalwahab79@yahoo.com,012-3942783,"1, Jalan AU 2a/13, Taman Keramat, 54200 Kuala Lumpur",KL,,,,
rumahkasihsayang.com,rumahks@yahoo.com,174437639,"No. 29, Jalan 8/8, Bandar Tasik Puteri, 48020, Rawang",Rawang,,,,
www.rumahozanam.org,mfxavier@yahoo.com,03-77819013,"Rumah ozanam15, lorong 4/48e jalan padang 46050  Petaling JayaSelangor",Petaling Jaya,,,,
www.ssvp.org.my,rokbest.ssvp@gmail.com,-,"No.20 Jalan Melawis, 41100 KLANG, Malaysia",Klang,,,,
rumahpengajianxavier.blogspot.com/,rpx_pj@hotmail.com,03 79311577,"No. 6 Lorong 9/5D, Petaling Jaya.46000, Selangor",Petaling Jaya,,,,
www.rumahsafiyyah.weebly.com,rumahsafiyyah@yahoo.com,196490369,rumahsafiyyah@yahoo.com,Kuala Lumpur,,,,
http://rumahsayangan.org/,susanfklooi@gmail.com,03-91314339,"12-16 Jalan Siput 3,Taman Billion,Cheras 56000 Kuala Lumpur",Kuala Lumpur,,,,
www.ssvpsel.org,vkrobert4@gmail.com,03-33732606,No. 30 Jalan Melawis41100 Klang,Klang,,,,
http://rumahtitiankasih.blogspot.my/,rumahtitiankaseh.sharifah@gmail.com,019-6455769,No.15 Jalan Persiaran TitiwangsaTaman Tasik Titiwangsa,Kuala Lumpur,,,,
www.sabahwetlands.org,swcs@sabahwetlands.org,60198704911,Off Jalan Bukit Bendera Upper 88400 Likas,"Kota Kinabalu, Sabah",,,,
www.mentallyhandicapped-samh.org,wisma_harapan@yahoo.com,03-22741457,"Wisma Harapan
522 Jalan Sultan Abdul Samad
Brickfields",Kuala Lumpur,,,,
www.sccs.org.my,afreeda@sccs.org.my,013-833 8667,"Lot 5493, Lorong 15, Taman Desa Wira, Jalan Batu Kawa 93250, Kuching",Kuching,,,,
www.saicouncil.org.my,mahendran.arumugam@gmail.com,03-7772 5660,"No 12 Lorong 1A / 71G
Jalan Carey",Petaling Jaya,,,,
www.sosm.my,info@sosm.my,017-6320602,"A-3-2,Desa Saujana Apartment Jln Sg Besi Indah Seksyen 3",Seri Kembangan,,,,
www.sosmalaysia.org/home.html,saveourseahorses@yahoo.com,60163228462,"No. 2, Jalan 6/24Seksyen 6,46000 Petaling Jaya,Selangor",Petaling Jaya,,,,
www.servebetter.com.my,sbc@servebetter.com.my,03-80246050,"No.42(2nd Floor),Jalan USJ 9/5Q, 47620 Subang Jaya, Selangor, Malaysia","Subang Jaya, Selangor",,,,
www.hati.org.my,srishanthi27@gmail.com,67678600,"PT 5326, Jalan Dato'Abdullah,Seremban,
Negeri-Sembilan",Seremban,,,,
www.shelterhome.org,office@shelterhome.org,03-79550663,"P.O Box 23, Jalan Sultan",Petaling Jaya,,,,
-,shiloh_childrencharity@yahoo.com,019-6528858,NO 525-A(1st Floor)JLN HARUAN 4/6OAKLAND COMMERCIAL CENTRE7,Seremban,,,,
www.silverjubileehome.org,sjubilee1935@gmail.com,04-6447942,SILVER JUBILEE HOME FOR THE AGEDJALAN SUNGAI DUA11700 PULAU PINANG,Pulau Pinang,,,,
www.mysisterhood.org,mysisterhood.org@gmail.com,123999471,"D-18-06, Empire DamansaraJalan PJU 8/8A,Damansara Perdana",Kuala Lumpur,,,,
www.smallchangesmy.org,management@smallchangesmy.org,019-7900742,"A4-2-7 SOLARIS DUTAMAS PUBLIKA NO. 1, JALAN DUTAMAS 1, 50480 KL",KUALA LUMPUR,,Facebook Profile,,
http://www.perkobp.org/,chchng10@gmail.com,016-2928438,"No: 4, Jalan BK1/9A, Bandar Kinrara 1, 47180, Puchong",-,,,,
www.spca.org.my,enquiries@spca.org.my,03-42565312,"SPCA Selangor, Jalan Kerja Ayer Lama, 68000 Ampang Jaya, Selangor.",Ampang Jaya,,,,
ilselangor.org,admin@ilselangor.org,+603 � 7875 0943,"No.96, Jalan 21/1, SEA Park",Petaling Jaya,,,,
https://sites.google.com/site/svp2020pj/,phar2020@gmail.com,"03-77825854, 77844470","Society of St. Vincent De Paul
(Conference of Assumption PJ)

c/o Assumption Church Petaling Jaya
No. 70, Jalan Templer, 
46050, Petaling Jaya, Selangor D.E.
Malaysia",Petaling Jaya,,,,
https://www.facebook.com/pages/Rumah-Ozanam-Klang-Home-for-Girls/140897342624539,dmmfrok35@hotmail.com,012-7215195,"No. 22, Jalan Melawis, 41100 Klang",Klang,,,,
www.sols247.org/my/,HR@sols247.org,+6018 222 2247,"1 Petaling Commerz and Residental Condos , #1-9, jalan 1C/149, Off Jalan Sungai Besi , Kuala lumpur, 57100, Kuala Lumpur, Malaysia,",-,,,,
www.sols247.org/my/shield,shield@sols247.org,6018 977 7247,"Jalan 1C/149,Off Jalan Sungai Besi",Sungai Besi,,,,
www.solstech.org,solstech@sols247.org,390549247,"1 Petaling Condos
1-9 Of Jalan Sungai Besi 57100 Kuala Lumpur",Kuala Lumpur,,,,
nil,soraya.gilmour@gmail.com,60127088403,"03-16 kondo petrie, 12A Jln Tengku Petrie80200 Johor Bahru - Johor",Johor Bahru,,,,
http://soroptimistbangsar.org/,r_shamla@yahoo.com,6012-3060508,contact us here sicbangsar@gmail.com and peng88.sal@gmail.com,Bangsar,,,,
www.seaca.org,s.steven@seaca.org,60108005154,"92 Kijang 2 Street off Scientex, Johor Bahru",Johor Bahru,,,,
www.facebook.com/spati.malaysia?fref=ts,hcltmp6674@yahoo.com,6056217208,"126, LORONG CIKU 10, TAMAN IMPIAN 2, JALAN CHANGKAT JONG, 36000 TELUK INTAN, PERAK, MALAYSIA.",TELUK INTAN,,,,
spices.org.my,info@spices.org.my,03-41498032,"B-0-6,Vista Wira 2,Jalan 4/27A,Wangsa Maju Section 2",Kuala Lumpur,,,,
www.facebook.com/groups/srmbmalaysia,srmbrayar@gmail.com,60351661687,"2, Jalan Dato Yusof Shahbudin 15, Taman Sentosa",Klang,,,,
www.snh.org.my,ed@snh.org.my,012-4285911,"4, JALAN BAGAN JERMAL 10250 PENANG, GEORGETOWN, PENANG",Georgetown,,,,
www.stophungernow.org.my,tkeh@stophungernow.org.my,60364190996,"D1 - U1 - 13A Solaris Dutamas
Jalan Dutamas 1,",Kuala Lumpur,,,,
www.streetfeeders.com,streetfeedersofkl@gmail.com,176707094,"10, Level 2, Jalan SS7/16, 47301 Kelana Jaya, Selangor.",Kuala Lumpur,,,,
www.facebook.com/sawrescue/,enquiries@sawrescue.org,139377651,LOT18343 JALAN SUNGAI LALANG BATU 23,SEMENYIH,,,,
www.sugamkarnatica.org,sugamsamskhaaraa@gmail.com,172799760,"No50, jalan 16/6,section 16,46350, Petaling Jaya",Petaling Jaya,,,,
sukasociety.org,sarahteo@sukasociety.org,+603-78774227,P.O.Box 013 Jalan Sultan,Petaling Jaya,,,,
-,scwskk_2007@yahoo.com,44931033,"NO23, LORONG SEKOLAH CONVENTBUKIT AWI,09000 KULIM,KEDAH",KULIM,,,,
www.techsoup.asia,natrah@techsoup.asia,013-3891617,hidanatrahaziz@gmail.com,Kuala Lumpur,,,,
www.pengasih.net,tkmelaka@pengasih.net,196667605,JKR 1820JALAN MELAKA77000 JASINMELAKA,-,,,,
theactorsstudio.com.my,gan@theactorsstudio.com.my,03-4047 9018,"The Kuala Lumpur Performing Arts Centre
Sentul Park
Jalan Strachan (off Jalan Sultan Azlan Shah � formerly known as Jalan Ipoh)
51100 Kuala Lumpur",Kuala Lumpur,,,,
buddiesipoh.blogspot.com,afizahbh@gmail.com,60195590021,"106, Jalan Carlos, Ipoh Garden,31400 Ipoh.",Ipoh,,,,
fugeeschool.com/,contact@fugeeschool.com,60192043515,12-2b Menara Bangsar297 Jalan Maarof,Kuala Lumpur,,,,
,gogogreen12@ymail.com,012894 6537,"N0. 165, Lorong Desa Ilmu 22B1,Desa Ilmu,94300 Kota Samarahan",Kota Samarahan,,,,
www.jlsm.org,jlsm.enquiries@gmail.com,603-62597180 / 8180,"Lot 568-8-14, 8th Floor, Kompleks Mutiara
3.5 Miles, Jalan Ipoh, 51200 Kuala Lumpur.
Office Hours
Mon - Thu 2pm - 9pm
Sat - Sun   9am - 7pm
Friday & Public Holidays Closed",Kuala Lumpur,,,,
www.kalsom-movement.org,contact.us@kalsom-movement.org,146378526,"No 64, Jalan Batas Dua 19/6B, Seksyen 19, 40300 Shah Alam, Selangor",Shah Alam,,Facebook Profile,Instagram,
www.thelostfoodproject.org,tlfpvolunteers@gmail.com,012-2010183,"35-5-7 Sri Penaga Condominium, Jalan Medang Serai, Bangsar",Kuala Lumpur,,Facebook Profile,,
www.marecet.org,partner.marecet@gmail.com,601115776802,"3-1-1 AntillaLagoon Villas Jln. Anggerik Malaxis 31/171,Kota Kemuning,",Shah Alam,,,,
www.thenasilemakproject.com,thenasilemakproject@gmail.com,134667833,"22, Jalan SM 9A, Taman Sunway Batu Caves, 68100 Batu Caves, Selangor",Kuala Lumpur,,,,
www.tpfmalaysia.com,darshinism@tpfmalaysia.com,60173673490,"NO16383, JALAN CAMAR 17, BANDAR PUTRA KULAI, 81100, KULAIJAYA, JOHOR",Kulai Jaya,,,,
my.salvationarmy.org,public_relations_kl@smm.salvationarmy.org,-,"THE SALVATION ARMY
P.O Box 322
Jalan Sultan
46740 Petaling Jaya
Selangor",Kuala Lumpur,,,,
www.facebook.com/thestealthorganisation,thestealthorganisation@yahoo.com,60173935487,The Stealth Organisation Prime Centre,Selangor,,Facebook Profile,YouTube Channel,Instagram
,samcheong@gmail.com,012 2016657,"19E, Jalan Lapangan Terbang Lama",Kuala Lumpur,,,,
tonibungrenewables.blogspot.com,lasimbang@gmail.com,60138737676,"1st Floor, Block M, Lot 5Donggongon Township89500 Penampang, Sabah","Penampang, Sabah",,,,
transparency.org.my,bavani@transparency.org.my,03 79606630,"23, Jalan Pantai 9/7,",Petaling Jaya,,,,
www.tccpj.com.my,tcchome@gmail.com,377813905,"No. 12 Lorong 4/49A
46050 Petaling Jaya
Malaysia",Petaling Jaya,,,,
www.turtleconservationsociety.org.my,pelf@turtleconservationsociety.org.my,012-6968238,"6513, RAKR Kg. Fikri,Chukai,",Kemaman,,,,
ubuntumalaysia.com,yongyee@ubuntumalaysia.com,012-5560331,"188, Jalan Sekata, United Garden, 58200 KL.",Kuala Lumpur,,,,
www.usmo.com.my,su@usmo.com.my,60174652115,"NO 2230 1st Floor, Jalan Serdang 1Pusat Perniagaan Serdang 13200",Kepala Batas,,,,
www.unitedvoice.com.my,unitedvoiceinfo@gmail.com,03-79540701,"603, Jalan 17/12, Seksyen 17, 46400, Petaling Jaya, Selangor",Selangor,,Facebook Profile,YouTube Channel,
www.villapaulos.org,admin@villapaulos.org,167447804,"16A, Jalan Mariamah,80100 Johor Bahru",Johor Bahru,,,,
voc.org.my,joti@voc.org.my,03 7960.4776,"29C Jalan 52/1
Petaling Jaya 46200
Selangor",Kuala Lumpur,,,,
https://www.facebook.com/groups/VolunteersUnite3/,VolunteersUnite3@gmail.com,60122161893,"No,939,Lot 239,Jalan Kampung Jawa 41000 Klang ,Selangor Darul Ehsan",Klang,,Facebook Profile,,
ParentingConsortium.com,ammar@ipc2u.my,+60.3.269.01369,"348 Jalan Tun Razzak 41/f, 50400 Kuala Lumpur, MYS",Kuala Lumpur,,,,
www.wingsmelaka.org.my,contact@wingsmelaka.org.my,06-2862926,440-C Jln Tengkera75200 Melaka,Melaka,,,,
womenwigta.wixsite.com/wigta,women.wigta@gmail.com,169059095,15 JALAN IG 2/1 TAMAN INDAH GEMILANG PINGGIRAN SRI GOMBAK,BATU CAVES,,,,
www.womenofwill.org.my,ssabarat@hotmail.com,60166586494,"Suite 3-11, Level 3, Wisma BU 8, No. 11, Lebuh Bandar Utama, Bandar Utama PJU 6",Petaling Jaya,,,,
www.wao.org.my,sumitra.wao@gmail.com,603-7785 6121,"P.O. Box 493, Jalan Sultan,",Petaling Jaya,,,,
www.wccpenang.org,adelyn@wccpenang.org,604-2280342,"241, Jalan Burmah,10350Penang",Pulau Pinang,,,,
www.way.org.my/,sponsorship@way.org.my,62321871,"World Youth Complex, Jalan Lebuh Raya, 75450 Melaka, Malaysia",Melaka,,,,
wyf.org.my,wyfhq@wyf.org.my,6062320911,"World Youth Foundation 
P.O.Box 584",Melaka,,,,
www.yakinmalaysia.com,malaysia_yakin@yakinmalaysia.com,03-92850853,"99-3 Jalan Kampung Pandan
55100 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,,,,
yayasan1malaysia.org,yuenling@yayasan1malaysia.org,163791889,"1257, Jalan Telok,Off Jalan Gasing46000 Petaling JayaSelangor",Petaling Jaya,,,,
www.yayasanalkhalifah.com,yayasanalkhalifah@gmail.com,011-11317842,"No 5, Jalan Gombak Ria 8, Taman Gombak Ria, 68100 Batu Caves, Selangor",Batu Caves,,,,
https://www.facebook.com/YayasanAmanahAnNurMaisarah,yayasannurmaisarah@gmail.com,195995452,"Lot 33581-B Jalan Ipoh - Chemor BT 9, Ipoh,	Perak",Ipoh,,,,
www.anakyatimttdi.com.my,admin@anakyatimttdi.com.my,127615570,"No. 2, Jalan 5/71B, Pinggir Taman Tun Dr Ismail60000 Kuala Lumpur",kuala lumpur,,,,
,safuanrahmad@yahoo.com,148437605,"Lot 2272 Parit 1 Jln. Bostam, Kg. Belt Chenderong Balai, Perak",Teluk Intan,,,,
www.yck.org.my,ananti@yck.org.my,03-40454021,"No. 16, Lorong Tiong Nam 5, 50350, Kuala Lumpur",Kuala Lumpur,,,,
yeps.org.my,info@yeps.org.my,195734122,"13100 Penaga, Seberang Perai Utara,Pulau Pinang.",Penaga,,,,
www.gengemilang.org,get.involved@gengemilang.org,60378030957,"82A-1, Jalan PJU 1/3B, Sunwaymas Commercial Centre",Petaling Jaya,,,,
yayasansuriajb.blogspot.com,jamesph753@gmail.com,60197724172,"c/o Keck Seng(M) Bhd,Plantation Division,P.O. Box 1,81750 Masai, Johor",Johor Bahru,,,,
http://muslimaid.org.my/,mail@muslimaid.org.my,013-5906367,"8-1-2, Menara Mutiara Bangsar, Jalan Liku",Kuala Lumpur,,,,
ymlm.org.my/,info@ymlm.org.my,07-3645096,"55-01&02,Jalan Austin Heights 8/5, Taman Mount Austin",Johor Bahru,,,,
www.ikmu.edu.my,yayasan_murni@yahoo.com,09-7742555,"Lot 2926, Batu 2, Jalan Pengkalan Chepa, 15400, Kota Bharu, Kelantan",Kota Bharu,,,,
www.yoap.org.my,yoapberhad@yahoo.com,05-2428021,yoapberhad@yahoo.com,Ipoh,,,,
www.yobm.org.my,yobm.hq@gmail.com,322766616,"No.111-1, Tingkat 1, Jalan Sultan Abdul Samad, Brickfields",Kuala Lumpur,,,,
yokuk.org,sulaini_mail@yahoo.com,+60(9) 7742033,Jalan Padang Tembak,Pengkalan Chepa,,,,
www.oneworldpeacemaker.foundation,worldpeacemaker999@gmail.com,147226642,"T1-15-03,8Trium Tower,japan cempaka Sd 12/5,pju9,Sri Damansara",Kuala Lumpur,,,,
www.ypvwm.org.my,info@ypvwm.org.my,03-79541244,"No 17 A&B, Jalan 51A/227A, Petaling Jaya, 46100",Petaling Jaya,,,,
https://www.facebook.com/yayasanprihatintitiwangsa,yayasanprihatininsan@gmail.com,03-92027089,"SA7-2-A, Lorong Pandan Pertama 5,
Pandan Utama,
68000, Ampang Selangor",Ampang,,,,
www.salam.org.my/,ghani@salam.org.my,603-7958 4021,"No.22,Jalan Changgai 6/22, Pjs 9, 46000 Petaling Jaya, Selangor",Petaling Jaya,,,,
taskapermatakeluargakgibok.blogspot.com,aruvad@gmail.com,163651936,"420,9A,Taman Taik Siong",Puchong,,,,
www.sejahtera.my,info@sejahtera.my,+603-26023399,"No. 10, Level 2, Wisma RKT, Jalan Raja Abdullah, 50300 Kuala Lumpur",Kuala Lumpur,,Facebook Profile,,
/www.facebook.com/Yayasan-Strategik-Sosial,enquiryyss@gmail.com,-,"LEVEL 3, MENARA MANICKAVASAGAM, JALAN RAHMAT, 50350 KUALA LUMPUR",Kuala Lumpur,,,,
www.yasnita.org.my,info@yasnita.org.my,341474033,"NO.303A, LORONG PERAK,MELAWATI SQUARE BUSINESS CENTRE,TAMAN MELAWATI",TAMAN MELAWATI,,,,
ysis.org.my,ysisipoh@gmail.com,+6055481905/+6055484115,"Lot 158413, Lororng Bercham 11,
31400 Bercham,
Ipoh, Perak",IPOH,,,,
www.sunbeamshome.org,sunbeamshome95@gmail.com,012-6368229,"57 & 59, JALAN BUNGA MELUR 11A,TAMAN MAWAR, 56100KL",Kuala Lumpur,,,,
www.yellowhousekl.com,shyampriah@gmail.com,183674852,"No. 213, Lorong Ikan Emas 2,Kampung Ampang Campuran,",Ampang,,Facebook Profile,YouTube Channel,Instagram
