address,cause_area,description,name,website
"4/F Benpres Bldg., Meralco Avenue, Pasig City",Charitable,"Company Description:
The Lopez Group Foundation, Inc. (LGFI) was registered with the SEC as a non-stock, non-profit corporation on January 28, 2004 for the purpose of promoting coordination and synergy among the various corporate social responsibility and philanthropic initiatives. Its main office is located at 4/F Benpres Building, Meralco Avenue, Pasig City. The foundation has 7 regular staff, 1 project based staff, 2 part-time staff and 19 members of the Board of Trustees and Officers. It was certified for three years on June 21, 2007 and has applied for renewal of certification. Total donations received for 2009 is P31,929,592.52. As stated in the 2009 Annual Report, LGFI has the following focus areas: (a)synergy of CSR efforts; (b)capacity building with a focus on reporting benefits and measuring impacts; (c)strengthening of the Lopez brand through effective information dissemination and communications; (d)current and new initiatives and (e)fundraising. Listed projects are on wellness, climate change adaptability, reproductive health and poverty reduction.","Lopez Group Foundation, Inc. ",www.lopezgroup.org 
"2nd Floor Sunvar Plaza, Arnaiz Ave. cor. Amorsolo St., Makati City","Charitable,Social Development","Company Description:
The LRP Foundation, Inc. was registered with the Securities and Exchange Commission (SEC) as a non-stock, non-profit corporation on February 16, 1994. It was organized by the children of Remedios Sunico Rufino. LRP stands for Laurel, Rufino, Prieto, whose names are from the families of Ma. Paz Laurel, Macario and Carlos Rufino, Pixie Rufino-Carpo and MarixiRufino-Prieto. It is a family, grant-making Foundation. Its main office is located at 2nd Floor Sunvar Plaza, Arnaiz Avenue corner Amorsolo Street, Makati City. The foundation has 2 regular staff, 1 seconded-volunteer staff and 14 members of the Board of Trustees.
It was certified on December 28, 2006 and was granted a 3-year certification which lapsed on December 27, 2009. It was again certified for 3 years on May 20, 2010 and which ended on April 29, 2013. On July 30, 2013, it was granted another 3-year certification which ended on April 12, 2016.
 Its purposes, among others, are �to offer scholarships to individuals or groups who wish to undertake specific courses that will provide them the expertise required for a specific field of endeavor in education, culture and the arts; to establish partnerships with various training institutions such as but not limited to technical apprenticeship, teacher training and arts and cultural programs; to provide out-of-school youth and underprivileged youth the opportunities for basic education through a scholarship program.� The Foundation�s programs now focus on the following areas: Education, Health, Nutrition and Disaster Relief.
","LRP Foundation, Inc. ", 
"9957 Amythyst St., Los Ba�os Subdivision, College, Los Ba�os, Laguna","Charitable,Health","Company Description:
The Madre de Amor Hospice Foundation, Inc. started as a hospice volunteer group in Los Ba�os initiated by Dr. Fermin and Lourdes Adriano whose daughter died of cancer. It was later on formed into a Foundation and was registered with the Securities and Exchange Commission (SEC) as a nonstock, nonprofit organization on March 31, 1995. The idea was to complement the efforts of formal medical institutions to care for the terminally-ill whose needs are different from patients with curable disease. Madre de Amor operates under the dictum that �when cure is no longer possible, there is no end to the care and love we extend to our terminally-ill patients�. Because of this belief, Madre de Amor does not only provide assistance to terminally-ill patients through the administration of simple nursing care, including administration morphine under the supervision of a certified physician, but more importantly, extend psychological, mental and especially spiritual support to their relatives. Its main office is located at # 9957 Amethyst Street, Los Ba�os Subdivision, Los Ba�os, Laguna. The foundation has 5 regular staff, 43 volunteers and 14 members of the Board of Trustees.
It was first certified for 3 years on September 10, 2008 and which ended on September 9, 2011. First Renewal was for 3 years on December 26, 2012 and which will end on November 23, 2015.
Its purposes, among others, are �to respond to the multifaceted requirements of a dying patient and his family, tailored to the country�s environment; to provide hospice home-based care for terminally-ill patients regardless of race, religion or financial status; to provide training to perspective volunteers who want to share their time, talent and treasure; and to serve as a model and inspiration to be replicated on other parts of the province and eventually in other regions in the country�. The Foundation�s programs focused on the following: (1) Home Care Program (providing palliative/hospice care to the patients); (2) Day Care Programs (providing relaxation to ease patient�s boredom and loneliness); (3) Supportive Care Services (a service for patients who are still ambulatory but do not want to attend the day care service); (4) Training program for volunteers.
�","Madre de Amor Foundation, Inc. ", 
"Cannery Housing, Cannery Site, Polomolok, South Cotabato",Charitable,"Company Description:
The Mahintana Foundation, Inc. (MFI) was registered with the SEC as a non-stock, non-profit corporation on September 12, 1977 by a group of executives of Dole Philippines, Inc. as a response to the request of its mother company to establish a social development organization in South Cotabato (now SOCSARGEN). Its office is located at Cannery Housing, Cannery Site, Polomolok, South Cotabato. The foundation has 3 regular staff, 25 project-based staff, and 9 members of the Board of Trustees. It was certified for five (5) years on December 27, 1999; five (5) years on May 5, 2005 and has applied for renewal of certification. Its purposes, among others are: a. To promote sustainable development through conservation, regeneration and proper management of natural resources; b. To improve productivity of assisted communities through application of appropriate technologies, proper management and utilization of available resources; c. To increase income of assisted communities through provision of livelihood assistance and development of community-based enterprise; d. To help community build partnership with other development players in accessing basic social services; e. To strengthen management capability and capacity of assisted communities towards viability and self-reliance. MFI's programs now focus on the following areas: (a) Environment Conservation and Regeneration; (b) Livelihood Enhancement and Enterprise Development; (c) Cooperative Development and Institution Building; and (d) Basic Social Services. Its sources of income include donations from DOLE, its mother company, grants from various funding agencies based within and outside the country, investment/ stocks/ bonds/ placements and fund raising activities such as golf tournaments and coin banks . It has an approved budget of P30,832,718 for the year 2010. Total don","Mahintana Foundation, Inc. ",mahintana.org 
"2/F AIM Conference Center, Benavidez St. corner Trasierra St., Legaspi Village 1229 Makati City","Charitable,Social Development","Company Description:
he Makati Business Club (MBC) is duly registered with the Securities and Exchange Commission as a private non-stock, non-profit business association organized as a Forum for Constructive Ideas. It was founded in 1981 and incorporated in May, 1984 by a group of incorporators mainly from the business sector. It is an operating. Its main office is located at 2/F, AIM Conference Center Benavidez Street corner Trasierra Street Legazpi Village, 1229 Makati City. The foundation has a regular staff of 15, project-based staff of 3, volunteers of, and 11 members of the Board of Trustees.It was certified for 5 years on September 26, 2002 and which ended on September 25, 2007.
MBC is dedicated to address the economic and social issues affecting the development of our country. The main thrust of MBC is to foster and promote the pivotal role of the private business sector in national development efforts both in planning and the implementation of the policy. The organization also maintains an extensive network of contacts with international and business organizations. At present, MBC has become the leading private forum for meetings that bring together business, government, and community leaders in the country.
The MBC carries out its objectives through four main lines of activity: policy advocacy, information services and publishing, investment promotion, and corporate citizenship. ","Makati Business Club, Inc. ",www.mbc.com.ph
"Manila Cathedral Basilica, Cabildo St. cor. Beaterio St., Intramuros, Manila",Charitable,"Company Description:
The Manila Metropolitan Cathedral-Basilica Foundation, Inc. was registered with the SEC as a non-stock, non-profit corporation on March 10, 2010. It is an operating organization with cultural purposes. Its main office is located at the Manila Cathedral Basilica, Cabildo St. cor. Beateno St. Intramuros, Manila. The Foundation has a number of volunteers, the Rector of the Manila Cathedral who serves as the Executive Director of the Foundation, all financial and administrative work is being seconded from the Cathedral. There are 13 members of the Board of Trustees. It was certified for one (1) year on December 1, 2012 which ended on November 23, 2013. Its purposes (V-M-G), among others, are �to safeguard and preserve the sanctity and heritage of the Manila Cathedral-Basilica as the premier Cathedral of the Philippines�. The Foundation�s programs/projects now focus on the following areas: a. Restoration and Repairs of the Manila Cathedral b. Pipe Organ Concert c. Pipe Organist Training d. Choir Training The Foundation operates in Manila.�","Manila Metropolitan Cathedral - Basilica Foundation, Inc. ", 
"Everest Academy Building, 3846 38th Drive North, Bonifacio Global City, Taguig City","Charitable,Social Development","Company Description:
The Mano Amiga Academy, Inc. was registered with the SEC as a non-stock, non-profit corporation on April 23, 2008 organized through the initiative of Altius Foundation, an international organization that operates in thirteen countries that focuses in education. The Foundation operates a school in Taguig for the underprivileged Filipinos, offering pre-school, elementary and secondary education. The school also provides scholarship grants. �Its main office is located at 3846 38th Drive North� Bonifacio Global City, Taguig City, but the school operates in FTI, Taguig. The Foundation has a regular staff of ten (11) regular staff, three (3) part-time, and ten (10) members of the Board of Trustees.
�
It was certified for one (1) year on September 28, 2011 which ended on October 27, 2011. On September 15, 2014, the Foundation was certified for three (3) years which ended on April 12, 2016.
�
Its purposes, among others, are �to foster the integral development of underprivileged Filipino families by providing them with international education and development services to bring about the transformation of lives and communities�. The Foundation�s programs now focus on the following areas:�
�

Management of Mano Amiga Academy School in Taguig � � �
","Mano Amiga Academy, Inc. ", 
"University Site, Barangay Ibabang Dupay, Lucena City","Charitable,Educational","Company Description:
Manuel S. Enverga University Foundation, Inc. (formerly Luzonian Colleges) was founded by Dr. Manuel S. Enverga to whose name the university owes its present title. It was registered by the Securities and Exchange Commission on February 11, 1947. It is a family owned academic institution. The school is located at the University Site, Barangay Ibabang Dupay, Lucena City. The foundation has 217 employees from Basic Education up to college and graduate studies. It has 11 member Board of Trustees. It was certified for 3 years December 24, 2008 that ended on December 23, 2011. Immediate renewal of PCNC certification was set aside for them to focus on the ISO and PACUCOA certification processes that the university underwent, both of which were granted. The university does not solicit/receive donations and thus, does not really need the �Donee Institution Status�. It sees PCNC certification as a seal of �good housekeeping�.Its purposes, among others, are �to be the center of excellence in the development of citizens and leaders who live a moral life and guided by faith in God and love for fellowmen�. Its CORE Values are: Passion for excellence; respect for human dignity; social justice within the framework of democracy; sustainable development; peace and harmony. The institution�s major operations include: Basic Education; High School; College, Maritime Studies; Nursing and Applied Sciences; Engineering; Graduate Program; and Law. ","Manuel S. Enverga University Foundation, Inc. ",www.mseuf.edu.ph 
"3/F Marie Eugenie Center, Assumption College, San Lorenzo Village, Makati City","Charitable,Non-formal Education,Training","Company Description:
Marie Eugenie Institute, Inc. (MEI) is duly registered with the Securities and Exchange Commission as a non-profit, non-stock education foundation on July 28, 1993. It was founded in 1992 as the Significant Act of the Philippine Province during the Centennial Celebration of Assumption presence in the Philippines. It is an operating organization. Its main office is located at 3/F Marie Eugenie Center, Assumption College, San Lorenzo Village, Makati City. The institute has a regular staff of 3, part-time staff of 1, several volunteers and 15 members of the Board of Trustees. It was certified for three (3) years on December 17, 2003 and has applied for renewal of certification. They have a total donations received of Php 3,936,422.00 pesos for the year 2008 & 2009.
Its purposes, among others, are to realize Marie Eugenie?s vision of a Christ centered education; to train sisters, teachers, urban and rural workers, adult and youth leaders, alumni and parents; to conduct in depth research on Marie Eugenie?s philosophy and methodology of education; to conduct programs on human development, social transformation and Christian spirituality. The Foundation?s programs now focus on the following areas: formation and training.�","Marie Eugenie Institute, Inc. ", 
"Mabini, St., Masbate City","Charitable,Educational","Company Description:
The Masbate Ikthus Christian School, Inc. (MICSI)� was registered with the SEC as a non-stock, non-profit educational institution on March 22, 2006 as a ministry of the Masbate Baptist Church. Currently, the School� offers basic education covering kinder, elementary and secondary levels to the people of Masbate City and neighboring towns with affordable matriculation. Its main office is located at Mabini St., Masbate City.
�
The School �has� 16� regular staff, �3contractual staff, 3 �project-based, 3 part-time� staff, and 10� members of the Board of Trustees.
�
Its vision is � to see that through Christian Education, each learner will strive for academic excellence and develop Christ-like character to serve humanity for the greater glory of God. Its mission is to transform lives through biblical-integrated curriculum using holistic approach to produce morally confident and academically competent graduates.�
�
�","Masbate Ikthus Christian School, Inc. ", 
"1st Floor Mezzanine, DBP Building, C.M. Recto Ave., Davao City 8000 ","Charitable,Educational","Company Description:
� � � The Medium and Small Scale Industries Coordinated Action Program (MASICAP) was introduced in 1973 and pilot-tested by the Development Academy of the Philippines. In 1974, the Department of Trade and Industry adapted and expanded MASICAP into a national program. The program utilized the services of volunteer graduating college students who were trained to assist medium and small scale rural entrepreneurs prepare feasibility studies and also helped facilitate bank loans. From June 1974 to June 1980, the program assisted more than 6,000 countryside entrepreneurs and trained around 700 volunteers.
����� In 2001, the MASICAP MSME Development Foundation, Inc. was established by MASICAP I alumni and was registered with the SEC as a non-stock, non-profit organization. The program was revived, now referred to as MASICAP II. It provides assistance to micro and small scale rural entrepreneurs in Mindanao, utilizing basically the same scheme implemented by the Department of Trade & Industry.� Its purposes, among others, include offering direct functional assistance to micro and small enterprises and the training of students and young professionals in providing business extension services, inculcating positive business values and contribute to countryside development.
����� The Foundation now operates in eight (8) provinces and (three)3 cities in Mindanao. Its main office is located a 3/F DBP Bldg., C.M. Recto Ave., Davao City.� The foundation has 9 regular staff, 16 Student Recruits and 9 members of the Board of Trustees.
It was certified for 1 year on October 20, 2011 and which ended on September 2, 2012.� On its first renewal, it was certified by the PCNC Board for 3 years which ended on June 27, 2016. However, the BIR did not issue a certificate due to its failure to seek certification from a government agency. To date, the Foundation secured certification from Department of Science and Technology (DOST) and Department of Trade & Industry (DTI)
The Foundation sources its funds from Local Government Units (LGUs),� the Vicente Paterno Family, Philseven Corp.;� Development� Bank of the Philippines and other donations from individuals.�","MASICAP MSME Development Foundation, Inc. ",www.geocities.com/masicap2min 
"5th Floor, Torre Lorenzo Residences, P. Ocampo St. Cor. Taft Avenue, Malate, Manila",Charitable,"Company Description:
Maynilad Cultural Foundation, Inc. was registered with the Securities and Exchange Commission (SEC) as a non-stock, non-profit corporation on September 14, 1983 by a group of incorporators who were interested in establishing, maintaining, subsidizing, and operating centers for the cultural, educational, and spiritual formation of students and professionals. Its office is located at the 5th /F Torre Lorrenzo Residences, P. Ocampo corner Taft Avenue, Manila. The foundation has four (4) project-based staff, about two hundred fifty (250) volunteers, and five (5) Board of Trustees members.
�
It was certified for three (3) years on April 11, 2003 which lapsed on April 10, 2006. Its certification was renewed on December 6, 2007, giving them another three (3) year certification which lapsed on December 5, 2010. On October 27, 2011, it was certified for three (3) years which ended on October 07, 2014. The Foundation had an amendment in its By-laws to follow the provision regarding non-remuneration of Board members.
�
Its purposes among others are �to organize formative activities for students and professionals, provide effective study techniques and habits, and to offer fora with professionals in various fields, cultural appreciation gatherings, sports events, language corners, spiritual exercises, and out of town seminars and excursions.� Also, the Foundation is formed to provide catechetical services to the marginalized sectors of the society by giving catechism classes to children and lectures on nutrition and hygiene.
�
�","Maynilad Cultural Foundation, Inc. ", 
"28th Floor The World Centre Bldg., 300 Sen. Gil Puyat Avenue, Makati City","Charitable,Social Development","Company Description:
The Megaworld Foundation, Inc. was registered with the Securities and Exchange Commission (SEC) as a non-stock, non-profit corporation on September 1997, by a group of incorporators led by Mr. Andrew L. Tan as Megaworld Corporation�s socio economic arm. Its main office is located at 28/F The World Centre Bldg., 300 Sen Gil Puyat Avenue, Makati City. The foundation has a full time seconded staff of 6, part time staff of 1, and 6 members of the Board of Trustees.
It was certified for 3 years on November 28, 2007 and which ended on November 27, 2010.
Its purposes, among others, are �to provide scholarship grants to financially-handicapped but academically qualified students and to provide assistance to Foundations and socio-civic organizations that shares the vision of the Foundation�. Since the beginning, the Foundation has been actively promoting education through its scholarship program. From two initial partner schools in 1999 �University of the Philippines and Mapua Institute of Technology �the Foundation now extends a helping hand to 25 partner universities and colleges. With an average of 100 college scholars in its early years, the Foundation is currently supporting more than 400 students a year. These students show academic excellence in the fields of business, engineering, accountancy, information technology, architecture, communication arts, interior design, social sciences, hotel and restaurant management and tourism.This year the foundation has added high school scholarships both for public and private high schools. Aside from full scholarship grants, these students receive stipend and allowances.
The Foundation�s programs now focus on the following areas: a) Scholarship and educational support; b) institutional partnership.
Its sources of income include interest income and donations from Megaworld Corporation.�","Megaworld Foundation, Inc. ",www.megaworldfoundation.com 
"No. 7 Mercury Ave. cor. C.P. Garcia Ave., Bagumbayan, 1110 Quezon City","Charitable,Social Development","Company Description:
The Mercury Drug Foundation, Inc. was registered with the SEC as a non-stock, non-profit corporation on March 25, 1983 by Mr. Mariano Que and the late Mr. Mariano Yu and the top management personnel of the companies under the Mercury Group. Originally named Mercury Group Foundation, Inc., it was established to contribute their share in raising the standard of living of the Filipino people and in enhancing their cultural and social values. In 1990, the Foundation changed its name to Mercury Drug Foundation, Inc. It is an operating corporate Foundation. Its main office is located at No. 7 Mercury Avenue, Bagumbayan, Quezon City. The foundation has 4 regular staff, 1 full time seconded staff, and 11 members of the Board of Trustees.
Its purposes (V-M-G), among others, are �to be a pillar in building a healthy, educated and productive nation; to contribute to the reduction in the incidence of diseases; to promote health and well-being of Filipinos; to contribute in building pharmacy profession and to help in the recovery from calamities�.
In 1983 to 2011, the project of the Foundation focused on educational assistance to the children of the Mercury Drug employees and its affiliate companies. It also helped in the Mercury Drug Company CSR initiatives like Operation Bigay Lunas, Potable Water System Program and Disaster Relief Assistance.
In 2012, The Foundation conducted a realignment of plan to focus and concentrate its efforts on National concerns. The CSR initiatives conducted by the Company were turned over to the Foundation. Projects benefitting the Mercury Drug employees and its affiliate companies are handled by the Company. This strategy gives focus to the operation of both Company and Foundation.
The Foundation�s programs/projects now focus on the following areas: a) Operation Bigay Lunas; b) Potable Water System; c) Bantay Kalusugan d) Disaster Relief Assistance e).Scholarship for Pharmacy Students and f) Academic Recognition Program. The Foundation implement its program nationwide.
�","Mercury Drug Foundation, Inc. ", 
"15/F Metrobank Plaza, Gil Puyat Ave., 1200 Makati City","Charitable,Social Development","Company Description:
The Metrobank Foundation, Inc. (MBFI) was registered with the Securities and Exchange Commission (SEC) as a non-stock, non-profit corporation on January 8, 1979 by Chairman Ty as the corporate social responsibility arm of the Metrobank Group of Companies and as an expression of his commitment to the idea that leadership in business implies leadership in community service as well. During the celebration of its 30th Anniversary in 2009, the Foundation affirmed its commitment to remain a leader in corporate social responsibility by initiating and supporting edge programs that have the potential to uplift the lives of the people and inspire the best in the Filipinos. Its main office is located at the 4th Floor, Metrobank Plaza, Sen. Gil Puyat Avenue, Makati City. The Foundation has 26 regular staff and 9 members of the Board of Trustees.
It was certified for 5 years on December 12, 2007 and which ended on December 11, 2012.   Its purposes (V-M-G), among others are, �to become responsive, proactive and creative organization through which the Metrobank Group of Companies is able to express its commitment to lead the private sector in fostering holistic human development, in both the national and international arena, thereby affecting an empowered society whose members are able to realize their fullest human potential and to propagate a culture of excellence with a human face by actively implementing, assisting and/or supporting programs which strengthen and advance the core�s sectors of society as well as respond to the needs of the disadvantaged�. The Foundation�s programs/projects now focus on the following areas: Education (Search for Outstanding Teachers, Metrobank-MTAP-Math Challenge, Share a Gift of Education (SAGE) Program, College Scholarship, Educational Grants); Metrobank Arts and Design Excellence (MADE); Excellence Award Program (Country�s Outstanding Policemen in Service (COPS), The Outstanding Philippine Soldiers (TOPS)); Grants Program (Financial Assistance); and Healthcare. Geographical scope of programs: Nationwide.
�","Metrobank Foundation, Inc. ",www.mbfoundation.org.ph 
"Lot 2 Blk 18, University Park, Global City, Fort Bonifacio, Taguig City",Charitable,"Company Description:
The MGC New Life Christian Academy (formerly MGC Educational Foundation Inc.) was registered with the Securities and Exchange Commission (SEC # 186135) as a non-stock, non-profit corporation on January 25, 1991. It is an Educational Institution. It is located at Lot 2 Block 18, University Park Bonifacio, Global City, Taguig, Metro Manila. The Academy has 114 regular staff, 1 project-based staff, and 25 part-time staff.
Its purposes (V-M-G), among others, are �to be a leading school recognized for developing learners to become excellent in academics and future Christian leaders that will make a difference in the 21st century�.
The school�s programs/projects now focus on the following areas: Pre-school; Grade School and High School with 895 students. It also offers Chinese education (Fookien and Mandarin). Since school year 2010 to present, the Academy has a total of 116 scholars. In addition to the scholarship program, they have a very active outreach program, and Center for Teacher Renewal and Excellence. The Center provides trainings to teachers in partner communities/areas for skills development. It was certified for 5 years on December 28, 2007 and which ended on December 27, 2012.�","MGC New Life Christian Academy, Inc. ",mgcnewlife.ph 
"13 Economia Street, Bagumbayan, Quezon City","Charitable,Educational","Company Description:
Monark Foundation, Inc. (MFI) was registered with the SEC as a non-stock, non-profit technical and vocational school on April 11, 1997.� This was established by the Monark Group to address the shortage of highly-skilled technicians in the service and equipment industry.� It is committed to benefit the less fortunate high school graduates and out-of-school youth through scholarships and subsidized technical training. It provides technical vocational education and training to the disadvantaged youth from different parts of the country. Specifically, it offers scholarship in Heavy Equipment Servicing,� a TESDA registered course, and Industrial Office Management course. It is a family/corporate Foundation.� It has a regular staff of 34, part-time staff of 4, volunteers of 44 and 5 members of the Board of Trustees.
�
This is the Foundation�s� third (3rd) renewal for PCNC Certification. The following are the dates of its certification:
�
1st application �� - ��������� 3 year certification� - ��� (May 14, 2001 � May 13, 2005)
1st renewal������� -���������� 3 year certification� - ��� (May 30, 2006 � May 29, 2009)
2nd renewal������ -���������� 5 year certification � (March 2, 2010 � Dec 1, 2014)
�
In October 1999, MFI became an accredited educational institution under the Dual Training System (DTS) of Technical Education and Skills Development Authority (TESDA).� This paved the way for partnerships with industry leaders who received the scholars of MFI as trainees in their companies especially with the growing demand for HEST (Heavy Equipment Servicing Technology) graduates in the Philippines as well as in other countries.
�
In 2008, recognizing the need to provide opportunities to the youth in Visayas and Mindanao areas, Monark Foundation established� its second training center in Cagayan de Oro City. In the same year, the Foundation launched its flagship program called, �Technicians for the World� aims at producing highly-skilled and value-laden technicians for Caterpillar dealers around the world. To realize this, the Foundation uses the Caterpillar Apprentice Service Technicians Training Program and applies the Caterpillar Assessment Tools and Learning Standards.
�
�","Monark Foundation, Inc. ",www.monarkfoundation.org 
"Unit E-2 Gueventville I, Calbayog St., Brgy. Highway Hills, Mandaluyong City","Charitable,Educational","Company Description:
The Monfort �Shared Blessings� Foundation, Inc. �(formerly Monfort �SYB� � Share Your Blessings � Foundation) was registered with the Securities and Exchange Commission as a non-stock, non-profit organization on November 3, 1993, by a couple who was initially interested in spreading the awareness of the plight of the �souls in purgatory�.� In 2008, the foundation organized the St. Louis de Monfort Academy of Iloilo (owned and operated by the Foundation), which is duly recognized by the Department of Education.
����������� It is a Family Foundation that now focuses, among others, �to give financial assistance for charitable purposes; to provide opportunities for religious devotions; to encourage people to be good servants and contributors for the improvement of human lives�.� It is claimed that the school was organized to develop young people to be �good servants and contributors for the improvement of human lives�.
����������� Its main office is located at Unit A1 Guevent Building, No. 52 Libertad Street, Mandaluyong City. The primary purpose of the Foundation is to address the spiritual, physical and financial needs of less privileged people to promote their well-being. The foundation has 10 regular staff, 2 seconded staff, about 150 volunteers, and 7 members of the Board of Trustees.
����������� It was certified for a year on April 8, 2010 and which ended on January 28, 2011. On June 09, 2014, more than two (2) years after its first certification expired, �it was re-certified which ended on March 05, 2016.","Monfort Shared Blessings Foundation, Inc. ",www.pwhs.ph 
"TPI Bldg., EDSA corner Harvard St., Brgy. Pinagkaisahan, Makati City","Charitable,Social Development","Company Description:
The Motortrade Life and Livelihood Assistance Foundation, Inc. (LALAF) was registered with Securities and Exchange Commission (SEC) as a non-stock, non-profit organization on April 25, 2001 by a group of incorporators who are interested in the improvement of the quality of life and the social and spiritual values of the urban poor. It is a family foundation. Its main office is located at TPI Bldg., EDSA corner Harvard St., Brgy Pinagkaisahan, Makati City. The foundation has 22 regular staff, 1 part-time staff, 2 volunteers and 7 members of the Board of Trustees.
It was certified for 3 years on March 06, 2006 which ended on March 05, 2009. On April 12, 2010, they were certified for 1 year which ended on March 03, 2011. On August 18, 2011, the organization was granted another 3 � year certification which will lapse on August 08, 2014.
Its purposes, among others, are �to improve the quality of life of Filipinos and to provide educational access and opportunities to the marginalized sector of the society�. The Foundation�s programs now focus on the following areas: Education though Alternative Learning System, Values Formation, and Community Outreach Program.
Its sources of income include donations from the businesses (Fundline Finance Corporation, Motortrade Nationwide Corporation, Honda Prestige and Bank of Makati) of the Ongtenco family.�","Motortrade Life and Livelihood Assistance Foundation, Inc. ", 
"2114 Perez St., Kidapawan City, 9400 North Cotabato","Charitable,Social Development","Company Description:
Mount Apo Foundation, Inc. (MAFI) is a non-stock and non-profit corporation duly organized under Philippine laws. The foundation was registered with the Securities and Exchange Commission on January 13, 1993 under SEC Registration No. ANO 93-00161, by a group of incorporators composed of sectoral representatives from the local government units, indigenous/tribal people, national government agencies, corporation and non-government organization. It is an operating organization. Its main office is located at 2114 Perez Street, Kidapawan City, North Cotabato. The foundation has 6 regular staff, various volunteers, and 9 members of the Board of Trustees.
The Foundation envisions empowered upland dwellers and cultural communities capable of self-direction consistent with their common aspirations and values, working in cooperation and unity among themselves and with support groups. Its mission is to endeavor to achieve the total development of all upland dwellers and cultural communities within and around the Mt. Apo National Park , and preserve and enhance the environment and biological diversity of Mt. Apo through the provision of culturally acceptable, ecologically sound, and sustainable technologies and processes. Its main thrust is in education, environment, tribal welfare and social services to which its programs were designed to address four major programs/areas: (1) educational development (2) environmental consciousness (3) tribal capability and (4) community assistance.
It was certified for 3 years on September 11, 2012 and which will end on July 25, 2015.
The foundation's main source of fund is the Environmental and Tribal Welfare Trust Fund (ETWTF) which comes from the one centavo for every kilowatt-hour of generated power from the Mt. Apo Geothermal Plants operated by Energy Development Corporation (EDC). The Environment Compliance Certificate (ECC) issued by the Department of Environment and Natural Resources to the Mt. Apo Geothermal Project called for the establishment of such fund for various development programs and projects within and around Mt. Apo.�","Mount Apo Foundation, Inc. ",www.mafi.org.ph 
"United cor. Pioneer Street, Pasig City","Charitable,Cultural","Company Description:
The Museo ng Kaalamang Katutubo, Inc.(MusKKat), formerly: Museo ng Katutubo, Inc. was registered with the SEC as a non-stock, non-profit organization on July 5, 2013. It is a relatively new organization founded primarily to establish, operate and maintain a museum that will showcase relics, artifacts, sculptures, paintings, and such other vestiges of the Philippine indigenous communities. Its office is located at United corner Pioneer St., Pasig City, Metro Manila, Philippines. The organization has three (3) full time staff seconded from UNILAB, from UNILAB, Foundation and six (6) Consultants hired by UNILAB to take on specific roles for MusKKat. It has seven (7) members of the Board of Trustees.
The Museo ng Kaalamang Katutubo is a museum that learns from the ancestral katutubo to sharpen our awareness of who we are as a people for ourselves and for the world. It is a powerful instrument for representing knowledge and understanding of culture and for social cohesion.
At present the museum is at its fund-raising and planning stage. The MusKKat building (approximately 12,000 sqm) will be built on a land owned by UNILAB in Pasig City. Groundbreaking will be done before the end of the year. MusKKat will open in 2018. Estimated project cost is P1.764 billion, 65% of which or P1.147 billion is allotted for the museum building and site development, 14 % or P247 million for exhibit design and systems and 9% or P160 million is allotted for the acquisition of artifacts. A marketing plan has been set-up to raise funds through sponsorships and donations for the construction of the museum and for its operations. Its sources of income at present are from sales of katutubo products and from sales of a book about Batanes. Most of the operation costs are currently being funded by UNILAB, Inc. and through a partnership with UNILAB Foundation. The organization has an approved budget of Php 13.09M for 2016 which will be funded by UNILAB and UNILAB Foundation and also by remaining cash balance & uncollected receivables for last year�s sale from Collaborative Product Development.","Museo Ng Kaalamang Katutubo, Inc. (form. Museo Mg Katutubo, Inc.) ", 
"2650 A. Bonifacio Street, Bangkal, Makati City","Charitable,Social Development","Company Description:
The NFS Foundation Ministry, Inc. was registered with the SEC as a non-stock, non-profit corporation on September 20, 2000 by a group of incorporators/pastors for the sole purpose of preparing God�s people for works of service. It is an operating/implementing organization. Its main office is located at 2650 A. Bonifacio St., Bangkal, Makati City. The foundation has a regular staff of 28, project-based staff of 9, volunteers of 51, and 5 members of the Board of Trustees.
It was certified for five years on December 14, 2005 which ended on December 13, 2010. On June 3, 2011, it was renewed for three years, which ended on May 26, 2014. Its purposes, among others, are �to glorify God by forcefully establishing the seven chief pillars of God�s kingdom to govern the eight pillars of society & the unreached people groups�. The Foundation�s programs now focus on the following areas: socio-economic transformation, local church model, intercessory ministry, leadership training, & unreached people groups.
�","NFS Foundation Ministry, Inc. ", 
